Version,Date_of_report,Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,RNA_flow_per_100000
2,2021-11-24,2021-06-09,13039,Gouda,6750471622371.0
2,2021-11-24,2021-06-09,13010,Haarlem Waarderpolder,7615230534606.0
2,2021-11-24,2021-06-10,2032,Harlingen,1900309054052.0
2,2021-11-24,2021-06-09,13004,Heemstede,3540275481683.0
2,2021-11-24,2021-06-10,5017,Hengelo,17497751739596.0
2,2021-11-24,2021-06-10,11012,Huizen,4140299105540.0
2,2021-11-24,2021-06-10,2022,Joure,1608379864081.0
2,2021-11-24,2021-06-10,4023,Kampen,4248669824499.0
2,2021-11-24,2021-06-10,12016,Katwoude,2499074455154.0
2,2021-11-24,2021-06-10,16009,Kortenoord,3007958094533.0
2,2021-11-24,2021-06-10,17055,Middelharnis,6033719544483.0
2,2021-11-24,2021-06-10,15004,Nieuwe Waterweg,4842678831504.0
2,2021-11-24,2021-06-10,22012,Oostburg,6715857397220.0
2,2021-11-24,2021-06-10,2002,Oosterwolde,2241520090471.0
2,2021-11-24,2021-06-09,4021,Raalte,1913273805794.0
2,2021-11-24,2021-06-10,12024,Ursem,914072708576.0
2,2021-11-24,2021-06-10,10009,Utrecht,13242267050625.0
2,2021-11-24,2021-06-10,2040,Vlieland,912685237861.0
2,2021-11-24,2021-06-10,11010,Weesp,3275116811600.0
2,2021-11-24,2021-06-10,10031,Breukelen,5652967847987.0
2,2021-11-24,2021-06-10,12006,Alkmaar,4114248469375.0
2,2021-11-24,2021-06-10,5020,Almelo-Sumpel,6658212401432.0
2,2021-11-24,2021-06-10,3010,Assen,763114070188.0
2,2021-11-24,2021-06-10,2028,Dokkum,601625251003.0
2,2021-11-24,2021-06-10,12013,Geestmerambacht,4073248310609.0
2,2021-11-24,2021-06-10,3031,Gieten,1497074580578.0
2,2021-11-24,2021-06-10,2041,Schiermonnikoog,0.0
2,2021-11-24,2021-06-10,2037,Warns,1073386852720.0
2,2021-11-24,2021-06-10,12001,Heiloo,6738531653841.0
2,2021-11-24,2021-06-10,11004,Hilversum,8704910655838.0
2,2021-11-24,2021-06-10,10037,Loenen,8860209099696.0
2,2021-11-24,2021-06-10,11006,Uithoorn,2723728212518.0
2,2021-11-24,2021-06-09,14002,Woerden,248302488011641.0
2,2021-11-24,2021-06-10,2016,Wolvega,3335744794471.0
2,2021-11-24,2021-06-10,12010,Zaandam-Oost,8012442002673.0
2,2021-11-24,2021-06-10,13005,Zwanenburg,2657359878525.0
2,2021-11-24,2021-06-13,6005,Almere,7290740676994.0
2,2021-11-24,2021-06-13,3001,Beilen,2933835987200.0
2,2021-11-24,2021-06-13,6003,Dronten,9740768230501.0
2,2021-11-24,2021-06-13,3033,Echten,4797498518765.0
2,2021-11-24,2021-06-13,8021,Ede,10184330157172.0
2,2021-11-24,2021-06-13,4005,Genemuiden,845198994614.0
2,2021-11-24,2021-06-13,4018,Heino,298647013808.0
2,2021-11-24,2021-06-13,6004,Lelystad,5738928653830.0
2,2021-11-24,2021-06-14,7022,Etten,5432364777314.0
2,2021-11-24,2021-06-14,12013,Geestmerambacht,3053278239250.0
2,2021-11-24,2021-06-14,7023,Haarlo,1009549191477.0
2,2021-11-24,2021-06-14,15008,Harnaschpolder,2709530805296.0
2,2021-11-24,2021-06-14,4022,Holten,1808759678848.0
2,2021-11-24,2021-06-14,15005,Houtrust,9655302902232.0
2,2021-11-24,2021-06-14,7015,Lichtenvoorde,856760868531.0
2,2021-11-24,2021-06-14,10037,Loenen,0.0
2,2021-11-24,2021-06-14,7020,Nieuwgraaf,6228697203902.0
2,2021-11-24,2021-06-14,7014,Ruurlo,1154205071961.0
2,2021-11-24,2021-06-14,7017,Varsseveld,1935662494062.0
2,2021-11-24,2021-06-14,7006,Wehl,698110534148.0
2,2021-11-24,2021-06-14,7016,Winterswijk,3223972413585.0
2,2021-11-24,2021-06-14,7019,Zutphen,3302399194028.0
2,2021-11-24,2021-06-13,30007,Bosscherveld,5593029935157.0
2,2021-11-24,2021-06-13,18009,De Verseput,11205989390358.0
2,2021-11-24,2021-06-13,30025,Gennep,6060643447559.0
2,2021-11-24,2021-06-13,30016,Heugem,4459369977285.0
2,2021-11-24,2021-06-13,30003,Limmel,1108915291275.0
2,2021-11-24,2021-06-13,30018,Meijel,1695319459794.0
2,2021-11-24,2021-06-13,3014,Meppel,8850380160898.0
2,2021-11-24,2021-06-13,30023,Panheel,12375613738096.0
2,2021-11-24,2021-06-13,30024,Roermond,11594814558882.0
2,2021-11-24,2021-06-13,27008,S Hertogenbosch,8024482927759.0
2,2021-11-24,2021-06-13,3027,Smilde,3241668156809.0
2,2021-11-24,2021-06-13,4020,Steenwijk,2688342182319.0
2,2021-11-24,2021-06-13,30021,Stein,5967638270707.0
2,2021-11-24,2021-06-12,19003,Tholen,13559091416545.0
2,2021-11-24,2021-06-13,30017,Venlo,6592722929714.0
2,2021-11-24,2021-06-13,30020,Venray,4040790063921.0
2,2021-11-24,2021-06-13,30005,Weert,7719786747307.0
2,2021-11-24,2021-06-13,6006,Zeewolde,4261940067542.0
2,2021-11-24,2021-06-13,4026,Zwolle,5645590773002.0
2,2021-11-24,2021-06-14,2025,Akkrum,0.0
2,2021-11-24,2021-06-14,12006,Alkmaar,2042496622901.0
2,2021-11-24,2021-06-14,2029,Birdaard,0.0
2,2021-11-24,2021-06-14,22013,Breskens,548625767033.0
2,2021-11-24,2021-06-14,2021,Damwoude,619986614076.0
2,2021-11-24,2021-06-14,2012,Drachten,5357807217767.0
2,2021-11-24,2021-06-14,2015,Gorredijk,10847522914931.0
2,2021-11-24,2021-06-14,2031,Heerenveen,0.0
2,2021-11-24,2021-06-14,30015,Hoensbroek,1938874624981.0
2,2021-11-24,2021-06-14,2019,Kootstertille,3083725990674.0
2,2021-11-24,2021-06-14,2011,Leeuwarden,0.0
2,2021-11-24,2021-06-14,22012,Oostburg,1257106216863.0
2,2021-11-24,2021-06-14,22008,Retranchement,29683690851455.0
2,2021-11-24,2021-06-14,10034,Ronde Venen,1487025255957.0
2,2021-11-24,2021-06-14,30019,Wijlre,4228100508715.0
2,2021-11-24,2021-06-14,2016,Wolvega,4340259475647.0
2,2021-11-24,2021-06-14,12010,Zaandam-Oost,3255698320695.0
2,2021-11-24,2021-06-14,17016,Alblasserdam,1135945890720.0
2,2021-11-24,2021-06-14,25026,Baarle-Nassau,2515599396104.0
2,2021-11-24,2021-06-14,25021,Bath,5501545977577.0
2,2021-11-24,2021-06-14,27004,Boxtel,3466467073491.0
2,2021-11-24,2021-06-14,25019,Chaam,3319568933167.0
2,2021-11-24,2021-06-14,17074,Den Bommel,3233776074881.0
2,2021-11-24,2021-06-14,17044,Dordrecht,6263410186918.0
2,2021-11-24,2021-06-14,17065,Groot-Ammers,2761597211875.0
2,2021-11-24,2021-06-14,27009,Haaren,1002285769122.0
2,2021-11-24,2021-06-14,27005,Hapert,3220080141058.0
2,2021-11-24,2021-06-14,17026,Hardinxveld-Giessendam,3390184652612.0
2,2021-11-24,2021-06-14,17062,Heenvliet,12297989184393.0
2,2021-11-24,2021-06-14,13038,Nieuwveen,0.0
2,2021-11-24,2021-06-14,17075,Ooltgensplaat,0.0
2,2021-11-24,2021-06-14,17040,Oostvoorne,644632490751.0
2,2021-11-24,2021-06-14,25008,Ossendrecht,13729318437714.0
2,2021-11-24,2021-06-14,17056,Oude Tonge,2577884011973.0
2,2021-11-24,2021-06-14,17013,Papendrecht,20197154013542.0
2,2021-11-24,2021-06-14,25001,Rijen,12065993882718.0
2,2021-11-24,2021-06-14,17052,Sliedrecht,4651891579908.0
2,2021-11-24,2021-06-14,28006,Vinkel,10878922650935.0
2,2021-11-24,2021-06-13,5002,Enschede,7448996202057.0
2,2021-11-24,2021-06-10,20011,Willem Annapolder,2909922155371.0
2,2021-11-24,2021-06-08,13046,Leiden Noord,3130615640186.0
2,2021-11-24,2021-06-08,13003,Velsen,1473442872199.0
2,2021-11-24,2021-06-13,12018,Wieringen,0.0
2,2021-11-24,2021-06-13,11005,Amstelveen,14743480803726.0
2,2021-11-24,2021-06-13,12026,Oosthuizen,1632594178902.0
2,2021-11-24,2021-06-09,5016,Goor,4915557607981.0
2,2021-11-24,2021-06-07,7019,Zutphen,14597919871339.0
2,2021-11-24,2021-05-31,29002,Oijen,23220499317679.0
2,2021-11-24,2021-06-07,2036,Grouw,1320222781327.0
2,2021-11-24,2021-06-06,17029,Vianen,15603419635983.0
2,2021-11-24,2021-06-10,4017,Vollenhove,3881575749009.0
2,2021-11-24,2021-06-06,30024,Roermond,20674927214773.0
2,2021-11-24,2021-06-14,7002,Aalten,1398065937040.0
2,2021-11-24,2021-06-14,11005,Amstelveen,1221240176418.0
2,2021-11-24,2021-06-14,7018,Dinxperlo,2666726981162.0
2,2021-11-24,2021-06-14,7021,Olburgen,701009782085.0
2,2021-11-24,2021-06-14,31005,Westpoort,4755208289257.0
2,2021-11-24,2021-06-14,4028,Dedemsvaart,0.0
2,2021-11-24,2021-06-14,5025,Den Ham,7128413300663.0
2,2021-11-24,2021-06-14,4024,Hardenberg,4545811043491.0
2,2021-11-24,2021-06-14,4016,Ommen,12950892076634.0
2,2021-11-24,2021-06-14,5014,Vroomshoop,2199782709419.0
2,2021-11-24,2021-06-15,3010,Assen,1462487383379.0
2,2021-11-24,2021-06-15,1046,Bellingwolde,927387363246.0
2,2021-11-24,2021-06-15,1044,Delfzijl,2355237175493.0
2,2021-11-24,2021-06-15,4019,Deventer,9122170609000.0
2,2021-11-24,2021-06-15,3030,Eelde,1345358143833.0
2,2021-11-24,2021-06-15,1034,Feerwerd,0.0
2,2021-11-24,2021-06-15,33001,Foxhol,2047665655584.0
2,2021-11-24,2021-06-15,1031,Gaarkeuken,1774815286916.0
2,2021-11-24,2021-06-15,1033,Garmerwolde,1714528182431.0
2,2021-11-24,2021-06-15,3031,Gieten,1882625217552.0
2,2021-11-24,2021-06-14,10036,Houten,2473514751389.0
2,2021-11-24,2021-06-15,12022,Beverwijk,13709179921033.0
2,2021-11-24,2021-06-14,12026,Oosthuizen,0.0
2,2021-11-24,2021-06-15,8023,Brummen,13426846419403.0
2,2021-11-24,2021-06-15,12016,Katwoude,688210383607.0
2,2021-11-24,2021-06-15,8009,Elburg,8882962924499.0
2,2021-11-24,2021-06-15,8017,Epe,32256738880114.0
2,2021-11-24,2021-06-15,8011,Harderwijk,2593496290703.0
2,2021-11-24,2021-06-15,8026,Hattem,1271785843759.0
2,2021-11-24,2021-06-15,4018,Heino,0.0
2,2021-11-24,2021-06-15,1029,Leek,756967052326.0
2,2021-11-24,2021-06-14,14003,Leidsche Rijn,1804945665779.0
2,2021-11-24,2021-06-14,25016,Nieuw-Vossemeer,7924495570983.0
2,2021-11-24,2021-06-14,27008,S Hertogenbosch,4019910745181.0
2,2021-11-24,2021-06-15,1038,Scheve Klap,0.0
2,2021-11-24,2021-06-15,8025,Terwolde,0.0
2,2021-11-24,2021-06-15,1011,Uithuizermeeden,883755107227.0
2,2021-11-24,2021-06-15,1040,Vriescheloo,0.0
2,2021-11-24,2021-06-14,25014,Waspik,0.0
2,2021-11-24,2021-06-14,17078,Zwijndrecht,7806032795202.0
2,2021-11-24,2021-06-15,12014,Beemster,6331309359041.0
2,2021-11-24,2021-06-15,5005,Tubbergen,3701287655832.0
2,2021-11-24,2021-06-14,5004,Vriezenveen,7536759155666.0
2,2021-11-24,2021-06-14,5015,Losser,3653464378313.0
2,2021-11-24,2021-06-15,5011,Denekamp,10343090689903.0
2,2021-11-24,2021-06-15,13049,Alphen Kerk En Zanen,2270607885038.0
2,2021-11-24,2021-06-15,13035,Alphen Noord,11936561653800.0
2,2021-11-24,2021-06-15,9016,Arnhem,3464613009293.0
2,2021-11-24,2021-06-15,17079,Barendrecht,14600484907308.0
2,2021-11-24,2021-06-15,9017,Bergharen,2955503089226.0
2,2021-11-24,2021-06-15,10012,De Meern,16067634669243.0
2,2021-11-24,2021-06-15,25028,Dinteloord,0.0
2,2021-11-24,2021-06-15,25023,Dongemond,13674577567359.0
2,2021-11-24,2021-06-15,9039,Dreumel,11760969754593.0
2,2021-11-24,2021-06-15,10008,Driebergen,13387591497474.0
2,2021-11-24,2021-06-15,9027,Druten,544692617051.0
2,2021-11-24,2021-06-15,9012,Geldermalsen,7819621267928.0
2,2021-11-24,2021-06-15,9038,Gendt,4610360839885.0
2,2021-11-24,2021-06-15,9040,Haaften,15624591737758.0
2,2021-11-24,2021-06-15,25025,Halsteren,1610566739640.0
2,2021-11-24,2021-06-15,17070,Hoogvliet,4989528499178.0
2,2021-11-24,2021-06-15,13041,Katwijk,32505413233452.0
2,2021-11-24,2021-06-15,25027,Lage Zwaluwe,5605409259584.0
2,2021-11-24,2021-06-15,13046,Leiden Noord,889377059989.0
2,2021-11-24,2021-06-15,13030,Leimuiden,8179055536746.0
2,2021-11-24,2021-06-15,9042,Millingen Aan De Rijn,6398135524220.0
2,2021-11-24,2021-06-15,13047,Nieuwe Wetering,42100481496175.0
2,2021-11-24,2021-06-15,9024,Nijmegen,11679750599630.0
2,2021-11-24,2021-06-15,13023,Noordwijk,8859024208297.0
2,2021-11-24,2021-06-15,17066,Numansdorp,6466669463756.0
2,2021-11-24,2021-06-15,29002,Oijen,5465826191711.0
2,2021-11-24,2021-06-15,17045,Oud-Beijerland,14794776466706.0
2,2021-11-24,2021-06-15,17011,Ridderkerk,30509126789958.0
2,2021-11-24,2021-06-15,17076,Schelluinen,5182950473332.0
2,2021-11-24,2021-06-15,26005,Sleeuwijk,3993008419197.0
2,2021-11-24,2021-06-15,17005,Stolwijk,2271202708403.0
2,2021-11-24,2021-06-15,10009,Utrecht,4502665825756.0
2,2021-11-24,2021-06-15,17029,Vianen,3289591830960.0
2,2021-11-24,2021-06-15,25003,Waalwijk,17029121176457.0
2,2021-11-24,2021-06-15,25029,Willemstad,5462039251046.0
2,2021-11-24,2021-06-15,14002,Woerden,167119968707415.0
2,2021-11-24,2021-06-10,2011,Leeuwarden,0.0
2,2021-11-24,2021-05-27,31005,Westpoort,10861507638468.0
2,2021-11-24,2021-05-27,2016,Wolvega,3329150375282.0
2,2021-11-24,2021-05-27,2030,Workum,0.0
2,2021-11-24,2021-04-08,5004,Vriezenveen,12026767252888.0
2,2021-11-24,2021-04-01,2022,Joure,23871241406657.0
2,2021-11-24,2021-04-01,2027,Lemmer,362151740886.0
2,2021-11-24,2021-03-21,3034,Coevorden,32163371322166.0
2,2021-11-24,2021-02-11,26005,Sleeuwijk,18132099512762.0
2,2021-11-24,2021-01-25,5025,Den Ham,47518413763143.0
2,2021-11-24,2021-01-14,22008,Retranchement,0.0
2,2021-11-24,2021-01-13,5022,Rijssen,46253621925827.0
2,2021-11-24,2021-01-04,7002,Aalten,23134653454244.0
2,2021-11-24,2021-01-04,7021,Olburgen,29578868339331.0
2,2021-11-24,2021-01-04,7014,Ruurlo,42659919599835.0
2,2021-11-24,2021-01-04,7017,Varsseveld,10426028625344.0
2,2021-11-24,2021-01-05,10027,Amersfoort,34138539742312.0
2,2021-11-24,2021-06-15,17077,Spijkenisse,4151802133235.0
2,2021-11-24,2021-01-20,27008,S Hertogenbosch,41382569468570.0
2,2021-11-24,2021-01-14,27008,S Hertogenbosch,21336479908441.0
2,2021-11-24,2021-03-29,14003,Leidsche Rijn,15235564398144.0
2,2021-11-24,2021-01-17,17026,Hardinxveld-Giessendam,54001494706602.0
2,2021-11-24,2021-06-15,8022,Apeldoorn,4839070064172.0
2,2021-11-24,2021-06-15,4025,Dalfsen,2494811097153.0
2,2021-11-24,2021-06-15,5002,Enschede,9192207696022.0
2,2021-11-24,2021-06-15,4005,Genemuiden,1098174135747.0
2,2021-11-24,2021-06-15,4030,Hessenpoort,0.0
2,2021-11-24,2021-06-15,4021,Raalte,3674931456238.0
2,2021-11-24,2021-06-16,30007,Bosscherveld,1764405010892.0
2,2021-11-24,2021-06-16,20010,Camperlandpolder,10988765433940.0
2,2021-11-24,2021-06-16,18009,De Verseput,11021705504138.0
2,2021-11-24,2021-06-16,30025,Gennep,7631637371287.0
2,2021-11-24,2021-06-15,5017,Hengelo,4030872586592.0
2,2021-11-24,2021-06-16,30016,Heugem,1313578170295.0
2,2021-11-24,2021-06-16,24001,Hulst,365317921615.0
2,2021-11-24,2021-06-16,24002,Kloosterzande,1932854157610.0
2,2021-11-24,2021-06-16,30003,Limmel,657839108314.0
2,2021-11-24,2021-06-16,18007,Mastgat,7359112727059.0
2,2021-11-24,2021-06-16,30018,Meijel,932978505725.0
2,2021-11-24,2021-06-16,1028,Onderdendam,1445146578197.0
2,2021-11-24,2021-06-16,19001,Sint Maartensdijk,2961954942482.0
2,2021-11-24,2021-06-16,1008,Stadskanaal,0.0
2,2021-11-24,2021-06-16,30021,Stein,0.0
2,2021-11-24,2021-06-16,1010,Ter Apel,0.0
2,2021-11-24,2021-06-16,23002,Terneuzen,2222484025834.0
2,2021-11-24,2021-06-16,19003,Tholen,5652203314807.0
2,2021-11-24,2021-06-16,3023,Tweede Exloermond,470523844324.0
2,2021-11-24,2021-06-16,30017,Venlo,8977069868337.0
2,2021-11-24,2021-06-16,30020,Venray,4654332419579.0
2,2021-11-24,2021-06-16,20009,Waarde,15258738516808.0
2,2021-11-24,2021-06-16,21001,Walcheren,2330810603789.0
2,2021-11-24,2021-06-16,30005,Weert,3127565505095.0
2,2021-11-24,2021-06-16,18006,Westerschouwen,5684349464925.0
2,2021-11-24,2021-06-15,9032,Zetten,2681931216144.0
2,2021-11-24,2021-06-15,16010,Kralingseveer,6017205982626.0
2,2021-11-24,2021-06-16,1024,Ulrum,10180425209282.0
2,2021-11-24,2021-06-16,1041,Wehe Den Hoorn,853521401651.0
2,2021-11-24,2021-06-16,1030,Winsum,3485065569896.0
2,2021-11-24,2021-06-16,17004,Ammerstol,833150315723.0
2,2021-11-24,2021-06-16,28002,Asten,1240356451972.0
2,2021-11-24,2021-06-16,17002,Bergambacht,4269182902686.0
2,2021-11-24,2021-06-16,10003,De Bilt,9728097308286.0
2,2021-11-24,2021-06-16,28005,Dinther,1631381447363.0
2,2021-11-24,2021-06-16,27003,Eindhoven,3458344498785.0
2,2021-11-24,2021-06-16,17048,Goedereede,13080164150672.0
2,2021-11-24,2021-06-16,13039,Gouda,5720443787288.0
2,2021-11-24,2021-06-16,16011,Groenedijk,5407062595511.0
2,2021-11-24,2021-06-16,13010,Haarlem Waarderpolder,13258989726882.0
2,2021-11-24,2021-06-16,17067,Haastrecht,620276438621.0
2,2021-11-24,2021-06-16,13004,Heemstede,4712005123724.0
2,2021-11-24,2021-06-16,29003,Land Van Cuijk,2700065417681.0
2,2021-11-24,2021-06-16,17055,Middelharnis,7991235315493.0
2,2021-11-24,2021-06-16,10028,Nieuwegein,801001017287.0
2,2021-11-24,2021-06-16,10032,Oudewater,0.0
2,2021-11-24,2021-06-16,25012,Putte,404701045552.0
2,2021-11-24,2021-06-16,27010,Sint-Oedenrode,3429511040657.0
2,2021-11-24,2021-06-16,32002,Tilburg,4439990983021.0
2,2021-11-24,2021-06-16,13048,Waddinxveen-Randenburg,0.0
2,2021-11-24,2021-06-16,9041,Zaltbommel,3268735625375.0
2,2021-11-24,2021-06-16,10001,Zeist,1141246382158.0
2,2021-11-24,2021-06-16,13044,Zwaanshoek,13559604075019.0
2,2021-11-24,2021-06-02,30024,Roermond,2956784184600.0
2,2021-11-24,2021-05-24,17068,Berkenwoude,5006124883889.0
2,2021-11-24,2021-05-24,25027,Lage Zwaluwe,18557633340163.0
2,2021-11-24,2021-06-15,15004,Nieuwe Waterweg,340005508656.0
2,2021-11-24,2021-06-16,28003,Aarle-Rixtel,1008025335076.0
2,2021-11-24,2021-06-16,27011,Biest-Houtakker,11519552613285.0
2,2021-11-24,2021-06-16,17053,De Groote Zaag,11689830641413.0
2,2021-11-24,2021-06-16,25013,Riel,401149353910.0
2,2021-11-24,2021-06-16,13003,Velsen,0.0
2,2021-11-24,2021-06-17,11014,Amsterdam West,4639459215025.0
2,2021-11-24,2021-06-17,9031,Beesd,9712975937372.0
2,2021-11-24,2021-06-17,11008,Blaricum,2099040890333.0
2,2021-11-24,2021-06-17,13042,Bodegraven,4486774821120.0
2,2021-11-24,2021-06-17,10025,Bunnik,0.0
2,2021-11-24,2021-06-17,10031,Breukelen,3680959879395.0
2,2021-11-24,2021-06-17,15007,De Groote Lucht,9128916408296.0
2,2021-11-24,2021-06-17,12023,Den Helder,3679653001176.0
2,2021-11-24,2021-06-17,3032,Dieverbrug,1496527651958.0
2,2021-11-24,2021-06-17,3033,Echten,5650428109136.0
2,2021-11-24,2021-06-17,12012,Everstekoog,4165447963826.0
2,2021-11-24,2021-06-17,9037,Gorinchem,34416795515937.0
2,2021-11-24,2021-06-17,13012,Haarlem Schalkwijk,812899942692.0
2,2021-11-24,2021-06-17,12001,Heiloo,1473658343961.0
2,2021-11-24,2021-06-17,11013,Horstermeer,3671696864437.0
2,2021-11-24,2021-06-17,11012,Huizen,7136976261269.0
2,2021-11-24,2021-06-17,30014,Kerkrade,753143704956.0
2,2021-11-24,2021-06-17,16009,Kortenoord,564489846634.0
2,2021-11-24,2021-06-17,3014,Meppel,6553399748599.0
2,2021-11-24,2021-06-17,1027,Oude Pekela,0.0
2,2021-11-24,2021-06-08,3022,Emmen,6476559939114.0
2,2021-11-24,2021-06-10,15007,De Groote Lucht,3679891984754.0
2,2021-11-24,2021-05-31,3022,Emmen,10769409019333.0
2,2021-11-24,2021-06-03,1008,Stadskanaal,2590428540941.0
2,2021-11-24,2021-06-16,30024,Roermond,0.0
2,2021-11-24,2021-06-14,2017,Sint Annaparochie,0.0
2,2021-11-24,2021-06-15,4023,Kampen,3392618573749.0
2,2021-11-24,2021-06-15,4026,Zwolle,4991404775213.0
2,2021-11-24,2021-06-20,30022,Susteren,0.0
2,2021-11-24,2021-06-17,2020,Ameland,0.0
2,2021-11-24,2021-06-17,9013,Asperen,24608801621007.0
2,2021-11-24,2021-06-17,17068,Berkenwoude,7661682189065.0
2,2021-11-24,2021-06-17,2023,Bolsward,0.0
2,2021-11-24,2021-06-17,2013,Burgum,1634278357619.0
2,2021-11-24,2021-06-17,2028,Dokkum,7757720068647.0
2,2021-11-24,2021-06-17,2038,Franeker,7817496086648.0
2,2021-11-24,2021-06-17,2032,Harlingen,0.0
2,2021-11-24,2021-06-17,2022,Joure,0.0
2,2021-11-24,2021-06-17,25020,Kaatsheuvel,3670553900882.0
2,2021-11-24,2021-06-17,17063,Leerdam,1313314540407.0
2,2021-11-24,2021-06-17,2027,Lemmer,2872329094284.0
2,2021-11-24,2021-06-17,9020,Overasselt,1451196804252.0
2,2021-11-24,2021-06-17,17054,Piershil,819099838404.0
2,2021-11-24,2021-06-17,2018,Sneek,3348218548206.0
2,2021-11-24,2021-06-17,2026,Terschelling,0.0
2,2021-11-24,2021-06-17,2040,Vlieland,0.0
2,2021-11-24,2021-06-17,2037,Warns,412785214255.0
2,2021-11-24,2021-06-16,13005,Zwanenburg,806459335783.0
2,2021-11-24,2021-06-15,3028,Sleen,0.0
2,2021-11-24,2021-06-17,10024,Montfoort,19590124204858.0
2,2021-11-24,2021-06-17,2002,Oosterwolde,0.0
2,2021-11-24,2021-06-17,2041,Schiermonnikoog,0.0
2,2021-11-24,2021-06-17,2024,Sloten,24744807587645.0
2,2021-11-24,2021-06-17,17043,Strijen,4077054234648.0
2,2021-11-24,2021-06-17,2030,Workum,0.0
2,2021-11-24,2021-06-15,3034,Coevorden,2550787999335.0
2,2021-11-24,2021-06-15,3022,Emmen,2706424007823.0
2,2021-11-24,2021-06-14,5018,Ootmarsum,2106461158461.0
2,2021-11-24,2021-06-20,9019,Culemborg,2395027015198.0
2,2021-11-24,2021-06-20,9010,Groesbeek,0.0
2,2021-11-24,2021-06-20,9030,Maasbommel,8325246878300.0
2,2021-11-24,2021-06-20,25017,Nieuwveer,3516886078662.0
2,2021-11-24,2021-06-19,10035,Rhenen,1420359282637.0
2,2021-11-24,2021-06-18,27006,Soerendonk,0.0
2,2021-11-24,2021-06-19,6005,Almere,1654693395921.0
2,2021-11-24,2021-06-19,10027,Amersfoort,4951984876614.0
2,2021-11-24,2021-06-19,8019,Bennekom,4508495866562.0
2,2021-11-24,2021-06-19,6003,Dronten,12663121637090.0
2,2021-11-24,2021-06-19,8021,Ede,1869711218373.0
2,2021-11-24,2021-06-19,6004,Lelystad,1526999633599.0
2,2021-11-24,2021-06-19,8005,Nijkerk,11362319602444.0
2,2021-11-24,2021-06-19,8024,Renkum,619192665743.0
2,2021-11-24,2021-06-19,10010,Soest,4102458567248.0
2,2021-11-24,2021-06-19,4027,Tollebeek,1375612595306.0
2,2021-11-24,2021-06-20,11006,Uithoorn,0.0
2,2021-11-24,2021-06-19,10021,Veenendaal,0.0
2,2021-11-24,2021-06-21,12006,Alkmaar,0.0
2,2021-11-24,2021-06-21,8022,Apeldoorn,3015241544999.0
2,2021-11-24,2021-06-21,3010,Assen,0.0
2,2021-11-24,2021-06-21,1044,Delfzijl,0.0
2,2021-11-24,2021-06-21,2028,Dokkum,0.0
2,2021-11-24,2021-06-21,8009,Elburg,1348556714173.0
2,2021-11-24,2021-06-21,33001,Foxhol,4853956070425.0
2,2021-11-24,2021-06-21,2038,Franeker,0.0
2,2021-11-24,2021-06-21,12013,Geestmerambacht,3138254268854.0
2,2021-11-24,2021-06-21,3031,Gieten,7736601211206.0
2,2021-11-24,2021-06-21,2032,Harlingen,0.0
2,2021-11-24,2021-06-21,8026,Hattem,0.0
2,2021-11-24,2021-06-21,8016,Heerde,0.0
2,2021-11-24,2021-06-21,12001,Heiloo,0.0
2,2021-11-24,2021-06-21,1026,Hoogezand,3936051151837.0
2,2021-11-24,2021-06-21,2019,Kootstertille,3658225073816.0
2,2021-11-24,2021-06-21,1029,Leek,1712644533405.0
2,2021-11-24,2021-06-21,2027,Lemmer,4780571858811.0
2,2021-11-24,2021-06-21,1032,Marum,0.0
2,2021-11-24,2021-06-21,2002,Oosterwolde,0.0
2,2021-11-24,2021-06-21,1039,Scheemda,3231926009530.0
2,2021-11-24,2021-06-21,1038,Scheve Klap,0.0
2,2021-11-24,2021-06-21,2017,Sint Annaparochie,7907707149847.0
2,2021-11-24,2021-06-21,2026,Terschelling,0.0
2,2021-11-24,2021-06-21,1011,Uithuizermeeden,1967945981755.0
2,2021-11-24,2021-06-21,12024,Ursem,2320400834247.0
2,2021-11-24,2021-06-21,1045,Veendam,18874270923667.0
2,2021-11-24,2021-06-21,2040,Vlieland,0.0
2,2021-11-24,2021-06-21,1040,Vriescheloo,0.0
2,2021-11-24,2021-06-21,2037,Warns,21801532196092.0
2,2021-11-24,2021-06-21,12021,Wervershoof,4880422599116.0
2,2021-11-24,2021-06-21,2030,Workum,18919126894290.0
2,2021-11-24,2021-06-21,13049,Alphen Kerk En Zanen,2299754052887.0
2,2021-11-24,2021-06-21,13035,Alphen Noord,0.0
2,2021-11-24,2021-06-21,25026,Baarle-Nassau,0.0
2,2021-11-24,2021-06-21,25028,Dinteloord,0.0
2,2021-11-24,2021-06-21,13039,Gouda,3949157265773.0
2,2021-11-24,2021-06-21,17065,Groot-Ammers,1717523231867.0
2,2021-11-24,2021-06-21,17041,Hellevoetsluis,0.0
2,2021-11-24,2021-06-21,17070,Hoogvliet,4040427206884.0
2,2021-11-24,2021-06-21,25027,Lage Zwaluwe,5049472717753.0
2,2021-11-24,2021-06-21,25008,Ossendrecht,0.0
2,2021-11-24,2021-06-21,17045,Oud-Beijerland,2622500503034.0
2,2021-11-24,2021-06-21,17054,Piershil,0.0
2,2021-11-24,2021-06-21,25012,Putte,0.0
2,2021-11-24,2021-06-21,13048,Waddinxveen-Randenburg,2152075752873.0
2,2021-11-24,2021-06-21,25029,Willemstad,0.0
