Version,Date_of_report,Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,RNA_flow_per_100000
2,2021-11-24,2021-02-04,5003,Glanerbrug,4834679304085.0
2,2021-11-24,2021-02-04,5001,Haaksbergen,21849245015177.0
2,2021-11-24,2021-02-04,27005,Hapert,42793545780586.0
2,2021-11-24,2021-02-04,13004,Heemstede,3157555446917.0
2,2021-11-24,2021-02-04,5017,Hengelo,58097007719091.0
2,2021-11-24,2021-02-04,25020,Kaatsheuvel,30890873299605.0
2,2021-11-24,2021-02-04,30014,Kerkrade,27965560348462.0
2,2021-11-24,2021-02-04,5015,Losser,47484854691091.0
2,2021-11-24,2021-02-04,25017,Nieuwveer,17011943916917.0
2,2021-11-24,2021-02-04,25016,Nieuw-Vossemeer,5812802766784.0
2,2021-11-24,2021-02-04,9024,Nijmegen,8875581263695.0
2,2021-11-24,2021-02-04,17066,Numansdorp,12894981412932.0
2,2021-11-24,2021-02-04,17075,Ooltgensplaat,15956888386688.0
2,2021-11-24,2021-02-04,17040,Oostvoorne,26640790216402.0
2,2021-11-24,2021-02-04,17054,Piershil,33292595165134.0
2,2021-11-24,2021-02-04,10035,Rhenen,56892067309101.0
2,2021-11-24,2021-02-04,25001,Rijen,12517702278066.0
2,2021-11-24,2021-02-04,30013,Rimburg,94767102049387.0
2,2021-11-24,2021-02-04,17057,Rozenburg,19464291900652.0
2,2021-11-24,2021-02-04,27010,Sint-Oedenrode,30493306011899.0
2,2021-11-24,2021-02-04,26005,Sleeuwijk,27077687325213.0
2,2021-11-24,2021-02-04,17077,Spijkenisse,71757027682705.0
2,2021-11-24,2021-02-04,17005,Stolwijk,91409596927023.0
2,2021-11-24,2021-02-04,17043,Strijen,65258867632259.0
2,2021-11-24,2021-02-04,30022,Susteren,57093163184371.0
2,2021-11-24,2021-02-04,2026,Terschelling,21307757367170.0
2,2021-11-24,2021-02-04,9025,Tiel,32531585075699.0
2,2021-11-24,2021-02-04,12024,Ursem,33539738062171.0
2,2021-11-24,2021-02-04,10009,Utrecht,8282100480120.0
2,2021-11-24,2021-02-04,2040,Vlieland,0.0
2,2021-11-24,2021-02-03,5020,Almelo-Sumpel,17992792536105.0
2,2021-11-24,2021-02-04,8019,Bennekom,10800988224619.0
2,2021-11-24,2021-02-04,22013,Breskens,4834943942959.0
2,2021-11-24,2021-02-04,18009,De Verseput,0.0
2,2021-11-24,2021-02-04,4028,Dedemsvaart,3402556942325.0
2,2021-11-24,2021-02-04,1044,Delfzijl,9542592198515.0
2,2021-11-24,2021-02-04,5025,Den Ham,53818413097200.0
2,2021-11-24,2021-02-04,8021,Ede,18378242770233.0
2,2021-11-24,2021-02-04,1033,Garmerwolde,37348705453684.0
2,2021-11-24,2021-02-04,5016,Goor,53917774469903.0
2,2021-11-24,2021-02-04,4024,Hardenberg,204503678629418.0
2,2021-11-24,2021-02-04,24001,Hulst,21385544497316.0
2,2021-11-24,2021-02-04,24002,Kloosterzande,10740419049805.0
2,2021-11-24,2021-02-04,8005,Nijkerk,25747768558672.0
2,2021-11-24,2021-02-04,4016,Ommen,20981679890568.0
2,2021-11-24,2021-02-04,22012,Oostburg,12898683848060.0
2,2021-11-24,2021-02-04,8024,Renkum,4722914040594.0
2,2021-11-24,2021-02-04,22008,Retranchement,0.0
2,2021-11-24,2021-02-04,10010,Soest,28877411920913.0
2,2021-11-24,2021-02-04,23002,Terneuzen,29377110126031.0
2,2021-11-24,2021-02-04,1011,Uithuizermeeden,8922804454134.0
2,2021-11-24,2021-02-04,10021,Veenendaal,24643094501786.0
2,2021-11-24,2021-02-04,5014,Vroomshoop,46123352417883.0
2,2021-11-24,2021-02-04,20009,Waarde,32472467174968.0
2,2021-11-24,2021-02-04,2037,Warns,5186277637079.0
2,2021-11-24,2021-02-04,12018,Wieringen,4420771565060.0
2,2021-11-24,2021-02-04,12025,Wieringermeer,14792760074080.0
2,2021-11-24,2021-02-04,30019,Wijlre,2536312268204.0
2,2021-11-24,2021-02-04,20011,Willem Annapolder,19378719525892.0
2,2021-11-24,2021-02-04,25029,Willemstad,247275374859039.0
2,2021-11-24,2021-02-04,2016,Wolvega,1392464891112.0
2,2021-11-24,2021-02-04,2030,Workum,1396923950110.0
2,2021-11-24,2021-02-04,10020,Woudenberg,20691176851331.0
2,2021-11-24,2021-02-04,9041,Zaltbommel,16075709053372.0
2,2021-11-24,2021-02-04,13044,Zwaanshoek,17153043550083.0
2,2021-11-24,2021-02-04,13005,Zwanenburg,14699209949371.0
2,2021-11-24,2021-02-04,10029,Wijk Bij Duurstede,3312022401143.0
2,2021-11-24,2021-01-27,7017,Varsseveld,16988771630567.0
2,2021-11-24,2021-02-07,25026,Baarle-Nassau,31689439535674.0
2,2021-11-24,2021-02-07,30007,Bosscherveld,5656197714476.0
2,2021-11-24,2021-02-07,25019,Chaam,1008574973267.0
2,2021-11-24,2021-02-05,10003,De Bilt,7112088255375.0
2,2021-11-24,2021-02-05,15007,De Groote Lucht,13215601394769.0
2,2021-11-24,2021-02-05,17053,De Groote Zaag,22224680785130.0
2,2021-11-24,2021-02-07,17074,Den Bommel,7712865817298.0
2,2021-11-24,2021-02-07,25028,Dinteloord,8574792885621.0
2,2021-11-24,2021-02-05,17044,Dordrecht,36157201951640.0
2,2021-11-24,2021-02-07,30025,Gennep,15851281165445.0
2,2021-11-24,2021-02-05,16011,Groenedijk,16672435859948.0
2,2021-11-24,2021-02-07,25025,Halsteren,18584675697477.0
2,2021-11-24,2021-02-05,17026,Hardinxveld-Giessendam,16873404250220.0
2,2021-11-24,2021-02-07,30016,Heugem,0.0
2,2021-11-24,2021-02-06,16009,Kortenoord,20551721294835.0
2,2021-11-24,2021-02-07,25027,Lage Zwaluwe,0.0
2,2021-11-24,2021-02-07,30003,Limmel,3455072322599.0
2,2021-11-24,2021-02-05,13034,Lisse,5614113918619.0
2,2021-11-24,2021-02-07,30018,Meijel,9896843951649.0
2,2021-11-24,2021-02-05,9042,Millingen Aan De Rijn,9996441414563.0
2,2021-11-24,2021-02-05,10024,Montfoort,4161959913546.0
2,2021-11-24,2021-02-05,15004,Nieuwe Waterweg,5441264771376.0
2,2021-11-24,2021-02-07,17075,Ooltgensplaat,11546009510096.0
2,2021-11-24,2021-02-07,30023,Panheel,9495641478476.0
2,2021-11-24,2021-02-07,17011,Ridderkerk,8018708505508.0
2,2021-11-24,2021-02-07,30024,Roermond,18443033592650.0
2,2021-11-24,2021-02-07,17057,Rozenburg,25488100304259.0
2,2021-11-24,2021-02-07,30021,Stein,6147378521442.0
2,2021-11-24,2021-02-07,9025,Tiel,12459394767802.0
2,2021-11-24,2021-02-07,13003,Velsen,13684761991312.0
2,2021-11-24,2021-02-07,30017,Venlo,7830686006725.0
2,2021-11-24,2021-02-07,25014,Waspik,2972874532809.0
2,2021-11-24,2021-02-07,30005,Weert,4828316446101.0
2,2021-11-24,2021-02-05,9032,Zetten,0.0
2,2021-11-24,2021-02-05,28003,Aarle-Rixtel,18757868863129.0
2,2021-11-24,2021-02-05,17016,Alblasserdam,6151489985733.0
2,2021-11-24,2021-02-07,10027,Amersfoort,6423715298673.0
2,2021-11-24,2021-02-05,3001,Beilen,779715573947.0
2,2021-11-24,2021-02-07,8019,Bennekom,6479549166001.0
2,2021-11-24,2021-02-07,3034,Coevorden,11517547475873.0
2,2021-11-24,2021-02-07,4028,Dedemsvaart,6609550229454.0
2,2021-11-24,2021-02-07,5025,Den Ham,19563771892834.0
2,2021-11-24,2021-02-05,3032,Dieverbrug,7531603539028.0
2,2021-11-24,2021-02-05,28005,Dinther,15420890837505.0
2,2021-11-24,2021-02-07,17061,Dokhaven,12114115582700.0
2,2021-11-24,2021-02-07,8021,Ede,9743781953485.0
2,2021-11-24,2021-02-05,9038,Gendt,5674282852483.0
2,2021-11-24,2021-02-05,4005,Genemuiden,11395973497562.0
2,2021-11-24,2021-02-07,4005,Genemuiden,5105422204145.0
2,2021-11-24,2021-02-07,13039,Gouda,13204584255066.0
2,2021-11-24,2021-02-07,17065,Groot-Ammers,12228660878156.0
2,2021-11-24,2021-02-06,16010,Kralingseveer,14013245751116.0
2,2021-11-24,2021-02-05,10036,Houten,5939813417926.0
2,2021-11-24,2021-02-07,14003,Leidsche Rijn,7523310242617.0
2,2021-11-24,2021-02-05,10038,Lopik,23955725663133.0
2,2021-11-24,2021-02-07,3014,Meppel,5059620159332.0
2,2021-11-24,2021-02-07,8005,Nijkerk,19113810406744.0
2,2021-11-24,2021-02-05,10032,Oudewater,10667238098052.0
2,2021-11-24,2021-02-05,17013,Papendrecht,10356586069148.0
2,2021-11-24,2021-02-07,8024,Renkum,3786080304835.0
2,2021-11-24,2021-02-05,27008,S Hertogenbosch,19582163667302.0
2,2021-11-24,2021-02-07,3028,Sleen,10885809367144.0
2,2021-11-24,2021-02-05,17052,Sliedrecht,20618193615482.0
2,2021-11-24,2021-02-07,4020,Steenwijk,5665073301955.0
2,2021-11-24,2021-02-05,3027,Smilde,2185862820237.0
2,2021-11-24,2021-02-07,10010,Soest,9707389368217.0
2,2021-11-24,2021-02-07,10009,Utrecht,3378029856834.0
2,2021-11-24,2021-01-25,2028,Dokkum,4329619827116.0
2,2021-11-24,2021-01-21,2028,Dokkum,35631469898633.0
2,2021-11-24,2021-01-25,2015,Gorredijk,2437650800539.0
2,2021-11-24,2021-01-25,2019,Kootstertille,23501970814495.0
2,2021-11-24,2021-02-03,17068,Berkenwoude,16700523819442.0
2,2021-11-24,2021-02-07,22013,Breskens,3985611980807.0
2,2021-11-24,2021-02-05,20010,Camperlandpolder,7705418596815.0
2,2021-11-24,2021-02-07,18009,De Verseput,4076681261217.0
2,2021-11-24,2021-02-07,1044,Delfzijl,7461410471775.0
2,2021-11-24,2021-02-07,3033,Echten,9484553389415.0
2,2021-11-24,2021-02-07,3030,Eelde,4319350668105.0
2,2021-11-24,2021-02-07,1034,Feerwerd,0.0
2,2021-11-24,2021-02-06,1031,Gaarkeuken,11586885079297.0
2,2021-11-24,2021-02-07,1033,Garmerwolde,9675535349685.0
2,2021-11-24,2021-02-06,1029,Leek,12197160713533.0
2,2021-11-24,2021-02-06,1032,Marum,11524456139429.0
2,2021-11-24,2021-02-06,18007,Mastgat,4440435636979.0
2,2021-11-24,2021-02-07,1028,Onderdendam,3906669374243.0
2,2021-11-24,2021-02-07,22012,Oostburg,0.0
2,2021-11-24,2021-02-07,1008,Stadskanaal,807806418398.0
2,2021-11-24,2021-02-07,1010,Ter Apel,9159549610210.0
2,2021-11-24,2021-02-07,22008,Retranchement,12634376275315.0
2,2021-11-24,2021-02-07,1011,Uithuizermeeden,5798956382235.0
2,2021-11-24,2021-02-07,1024,Ulrum,0.0
2,2021-11-24,2021-02-05,21001,Walcheren,9407053273909.0
2,2021-11-24,2021-02-07,1041,Wehe Den Hoorn,2009828768726.0
2,2021-11-24,2021-02-05,18006,Westerschouwen,0.0
2,2021-11-24,2021-02-07,1030,Winsum,12675843347753.0
2,2021-11-24,2021-02-04,30015,Hoensbroek,3537870180428.0
2,2021-11-24,2021-02-07,5020,Almelo-Sumpel,23834886918857.0
2,2021-11-24,2021-02-06,5019,Almelo-Vissedijk,9242377252182.0
2,2021-11-24,2021-02-07,5002,Enschede,13792793890895.0
2,2021-11-24,2021-02-06,5023,Nijverdal,22898643362463.0
2,2021-11-24,2021-02-06,5012,Oldenzaal,7471028066746.0
2,2021-11-24,2021-02-07,4016,Ommen,6125006182726.0
2,2021-11-24,2021-02-06,5022,Rijssen,18329288158575.0
2,2021-11-24,2021-02-07,10021,Veenendaal,11122312185936.0
2,2021-11-24,2021-02-05,4017,Vollenhove,13244636007533.0
2,2021-11-24,2021-02-07,4017,Vollenhove,5066530562953.0
2,2021-11-24,2021-02-07,5014,Vroomshoop,26310674624807.0
2,2021-11-24,2021-02-07,13048,Waddinxveen-Randenburg,8948280606179.0
2,2021-11-24,2021-02-07,25029,Willemstad,11185889984110.0
2,2021-11-24,2021-02-06,14002,Woerden,448387026601423.0
2,2021-11-24,2021-02-07,10020,Woudenberg,10467245981461.0
2,2021-11-24,2021-02-05,10001,Zeist,4535352461810.0
2,2021-11-24,2021-02-07,13005,Zwanenburg,12715663950862.0
2,2021-11-24,2021-02-08,7002,Aalten,5220101169430.0
2,2021-11-24,2021-02-08,7018,Dinxperlo,1010850063652.0
2,2021-11-24,2021-02-08,7022,Etten,10070858566973.0
2,2021-11-24,2021-02-08,7023,Haarlo,11813263144272.0
2,2021-11-24,2021-02-08,4022,Holten,12995306102129.0
2,2021-11-24,2021-02-08,15005,Houtrust,18707256515893.0
2,2021-11-24,2021-02-08,7015,Lichtenvoorde,2789024480786.0
2,2021-11-24,2021-02-08,7020,Nieuwgraaf,0.0
2,2021-11-24,2021-02-08,7021,Olburgen,5579767025667.0
2,2021-11-24,2021-02-08,1027,Oude Pekela,47119083852420.0
2,2021-11-24,2021-02-08,7014,Ruurlo,10483090723269.0
2,2021-11-24,2021-02-08,7016,Winterswijk,3267483854479.0
2,2021-11-24,2021-02-05,11014,Amsterdam West,51784226867484.0
2,2021-11-24,2021-02-05,31005,Westpoort,20736347189722.0
2,2021-11-24,2021-02-08,12006,Alkmaar,42817186442049.0
2,2021-11-24,2021-02-08,11005,Amstelveen,24700796893561.0
2,2021-11-24,2021-02-08,11014,Amsterdam West,17502818342251.0
2,2021-11-24,2021-02-08,3010,Assen,38119222488296.0
2,2021-11-24,2021-02-08,12023,Den Helder,29925670542450.0
2,2021-11-24,2021-02-08,2038,Franeker,3498007588379.0
2,2021-11-24,2021-02-08,12013,Geestmerambacht,27440390038706.0
2,2021-11-24,2021-02-08,3031,Gieten,13875441195505.0
2,2021-11-24,2021-02-08,24001,Hulst,12073569354967.0
2,2021-11-24,2021-02-08,30014,Kerkrade,38831174676377.0
2,2021-11-24,2021-02-08,24002,Kloosterzande,4814370266957.0
2,2021-11-24,2021-02-08,10037,Loenen,102241374609339.0
2,2021-11-24,2021-02-08,30013,Rimburg,26934971851458.0
2,2021-11-24,2021-02-08,10034,Ronde Venen,13951843957930.0
2,2021-11-24,2021-02-08,1039,Scheemda,7407049830457.0
2,2021-11-24,2021-02-08,30011,Simpelveld,8324090270173.0
2,2021-11-24,2021-02-08,30022,Susteren,21865000292744.0
2,2021-11-24,2021-02-08,23002,Terneuzen,13632914503499.0
2,2021-11-24,2021-02-08,11006,Uithoorn,24317862674521.0
2,2021-11-24,2021-02-08,1045,Veendam,22801921778337.0
2,2021-11-24,2021-02-08,1040,Vriescheloo,13063785692796.0
2,2021-11-24,2021-02-08,12021,Wervershoof,35233476372535.0
2,2021-11-24,2021-02-08,31005,Westpoort,25226211684054.0
2,2021-11-24,2021-02-08,30019,Wijlre,0.0
2,2021-11-24,2021-02-08,7019,Zutphen,13546503196921.0
2,2021-11-24,2021-02-08,2019,Kootstertille,52121472242445.0
2,2021-11-24,2021-02-08,2018,Sneek,28432268308848.0
2,2021-11-24,2021-02-08,2016,Wolvega,5346056236422.0
2,2021-11-24,2021-02-08,2030,Workum,5826295257307.0
2,2021-11-24,2021-01-22,3022,Emmen,76323299054701.0
2,2021-11-24,2021-01-24,5004,Vriezenveen,32168139238078.0
2,2021-11-24,2021-01-27,1031,Gaarkeuken,52666949357515.0
2,2021-11-24,2021-02-01,7021,Olburgen,16917272165037.0
2,2021-11-24,2021-02-03,17041,Hellevoetsluis,3485001174690.0
2,2021-11-24,2021-02-04,2020,Ameland,0.0
2,2021-11-24,2021-02-04,13023,Noordwijk,2123510631388.0
2,2021-11-24,2021-02-04,10025,Bunnik,4374663311188.0
2,2021-11-24,2021-02-04,27006,Soerendonk,11435825780677.0
2,2021-11-24,2021-02-07,3032,Dieverbrug,9641816321532.0
2,2021-11-24,2021-02-07,3027,Smilde,370142097976.0
2,2021-11-24,2021-02-07,19001,Sint Maartensdijk,6059733850731.0
2,2021-11-24,2021-02-07,19003,Tholen,8509761090773.0
2,2021-11-24,2021-02-07,20009,Waarde,1518223359073.0
2,2021-11-24,2021-02-08,2025,Akkrum,5942658170047.0
2,2021-11-24,2021-02-08,2020,Ameland,1273198191373.0
2,2021-11-24,2021-02-08,2029,Birdaard,6614912743105.0
2,2021-11-24,2021-02-08,2023,Bolsward,19813532658208.0
2,2021-11-24,2021-02-08,2028,Dokkum,5905598724869.0
2,2021-11-24,2021-02-08,2015,Gorredijk,3885844347834.0
2,2021-11-24,2021-02-08,2036,Grouw,7167880276696.0
2,2021-11-24,2021-02-08,2022,Joure,1694671974554.0
2,2021-11-24,2021-02-08,2011,Leeuwarden,21568397925913.0
2,2021-11-24,2021-02-08,2002,Oosterwolde,10624282160875.0
2,2021-11-24,2021-02-08,2013,Burgum,49649811149108.0
2,2021-11-24,2021-02-08,2021,Damwoude,12488476671785.0
2,2021-11-24,2021-02-08,2032,Harlingen,32786611834290.0
2,2021-11-24,2021-02-08,2031,Heerenveen,13374008816127.0
2,2021-11-24,2021-02-08,2027,Lemmer,30122327228143.0
2,2021-11-24,2021-02-08,2041,Schiermonnikoog,0.0
2,2021-11-24,2021-02-08,2017,Sint Annaparochie,2952531387091.0
2,2021-11-24,2021-02-08,2026,Terschelling,47993143598299.0
2,2021-11-24,2021-02-08,2040,Vlieland,3942646242553.0
2,2021-11-24,2021-02-08,28002,Asten,19070884859671.0
2,2021-11-24,2021-02-08,17079,Barendrecht,36657079975525.0
2,2021-11-24,2021-02-08,25021,Bath,34284789375998.0
2,2021-11-24,2021-02-08,9017,Bergharen,40366084288143.0
2,2021-11-24,2021-02-07,27011,Biest-Houtakker,15548066642784.0
2,2021-11-24,2021-02-08,27004,Boxtel,44524130196504.0
2,2021-11-24,2021-02-08,10031,Breukelen,10924379964846.0
2,2021-11-24,2021-02-08,10025,Bunnik,3984663516102.0
2,2021-11-24,2021-02-08,10012,De Meern,1699706569787.0
2,2021-11-24,2021-02-08,28005,Dinther,12944958991578.0
2,2021-11-24,2021-02-08,10008,Driebergen,10690594445673.0
2,2021-11-24,2021-02-08,9027,Druten,43234520072342.0
2,2021-11-24,2021-02-08,9034,Eck En Wiel,53237133857691.0
2,2021-11-24,2021-02-08,9010,Groesbeek,32969812866636.0
2,2021-11-24,2021-02-08,27009,Haaren,19127285629358.0
2,2021-11-24,2021-02-08,13041,Katwijk,33667333423033.0
2,2021-11-24,2021-02-08,13046,Leiden Noord,7868142010789.0
2,2021-11-24,2021-02-08,25017,Nieuwveer,26004644389542.0
2,2021-11-24,2021-02-08,13023,Noordwijk,4844933962195.0
2,2021-11-24,2021-02-08,17070,Hoogvliet,4213178841359.0
2,2021-11-24,2021-02-08,17055,Middelharnis,55934430686756.0
2,2021-11-24,2021-02-08,29002,Oijen,28338635436408.0
2,2021-11-24,2021-02-08,25008,Ossendrecht,11085952877429.0
2,2021-11-24,2021-02-08,9020,Overasselt,18875590614646.0
2,2021-11-24,2021-02-08,27008,S Hertogenbosch,21610511741203.0
2,2021-11-24,2021-02-08,17076,Schelluinen,29815074123816.0
2,2021-11-24,2021-02-07,27010,Sint-Oedenrode,17929283412451.0
2,2021-11-24,2021-02-08,26005,Sleeuwijk,24406071390186.0
2,2021-11-24,2021-02-08,17077,Spijkenisse,12535804141619.0
2,2021-11-24,2021-02-08,32002,Tilburg,9729243529429.0
2,2021-11-24,2021-02-08,28006,Vinkel,31174453213808.0
2,2021-11-24,2021-02-08,10029,Wijk Bij Duurstede,5901939749295.0
2,2021-11-24,2021-02-08,17078,Zwijndrecht,33937620339497.0
2,2021-11-24,2021-02-08,17004,Ammerstol,33214768091072.0
2,2021-11-24,2021-02-08,27005,Hapert,19487950356396.0
2,2021-11-24,2021-02-08,27010,Sint-Oedenrode,8934284439476.0
2,2021-11-24,2021-02-07,3001,Beilen,3208638272072.0
2,2021-11-24,2021-02-07,13042,Bodegraven,39651319970526.0
2,2021-11-24,2021-02-07,13033,Leiden Zuid-West,14049141961254.0
2,2021-11-24,2021-02-05,3014,Meppel,8363800369018.0
2,2021-11-24,2021-02-08,2037,Warns,5693418890002.0
2,2021-11-24,2021-02-08,30015,Hoensbroek,22599963591646.0
2,2021-11-24,2021-02-08,12019,Stolpen,19895846270905.0
2,2021-11-24,2021-02-08,17005,Stolwijk,40590635865214.0
2,2021-11-24,2021-02-08,17068,Berkenwoude,18658390591072.0
2,2021-11-24,2021-02-06,8022,Apeldoorn,11528990737660.0
2,2021-11-24,2021-02-06,8011,Harderwijk,27485605003192.0
2,2021-11-24,2021-02-06,8026,Hattem,10009134259234.0
2,2021-11-24,2021-02-06,8016,Heerde,6215829470171.0
2,2021-11-24,2021-02-08,2024,Sloten,19239019937104.0
2,2021-11-24,2021-02-08,7006,Wehl,0.0
2,2021-11-24,2021-02-08,20011,Willem Annapolder,18230960798437.0
2,2021-11-24,2021-02-09,8022,Apeldoorn,23547344178625.0
2,2021-11-24,2021-02-09,8023,Brummen,5489683349298.0
2,2021-11-24,2021-02-09,4025,Dalfsen,36963776453269.0
2,2021-11-24,2021-02-08,5011,Denekamp,11376949807278.0
2,2021-11-24,2021-02-09,4019,Deventer,18570568575036.0
2,2021-11-24,2021-02-09,8017,Epe,46222263849980.0
2,2021-11-24,2021-02-09,1034,Feerwerd,15420110725269.0
2,2021-11-24,2021-02-09,33001,Foxhol,22235801642279.0
2,2021-11-24,2021-02-09,1031,Gaarkeuken,27445032677185.0
2,2021-11-24,2021-02-08,5003,Glanerbrug,25091112203337.0
2,2021-11-24,2021-02-08,5016,Goor,61531007621687.0
2,2021-11-24,2021-02-08,5001,Haaksbergen,31096283164418.0
2,2021-11-24,2021-02-09,8011,Harderwijk,30935949769364.0
2,2021-11-24,2021-02-09,8026,Hattem,4896577892574.0
2,2021-11-24,2021-02-09,8016,Heerde,243377238404.0
2,2021-11-24,2021-02-09,4018,Heino,18188385750082.0
2,2021-11-24,2021-02-09,4030,Hessenpoort,9757769416202.0
2,2021-11-24,2021-02-09,1026,Hoogezand,21417494117799.0
2,2021-11-24,2021-02-09,4023,Kampen,30395367864213.0
2,2021-11-24,2021-02-09,1029,Leek,25776112064899.0
2,2021-11-24,2021-02-08,5015,Losser,40771933885704.0
2,2021-11-24,2021-02-09,1032,Marum,28916646742055.0
2,2021-11-24,2021-02-08,5018,Ootmarsum,42205685924806.0
2,2021-11-24,2021-02-09,4021,Raalte,19133483390761.0
2,2021-11-24,2021-02-09,8025,Terwolde,14390316167951.0
2,2021-11-24,2021-02-08,5005,Tubbergen,19027891695276.0
2,2021-11-24,2021-02-08,5004,Vriezenveen,46659679559594.0
2,2021-11-24,2021-02-08,17002,Bergambacht,36428615299764.0
2,2021-11-24,2021-02-08,17067,Haastrecht,12018998969388.0
2,2021-11-24,2021-02-09,27003,Eindhoven,43894986573814.0
2,2021-11-24,2021-02-06,6004,Lelystad,30592641087905.0
2,2021-11-24,2021-02-09,6003,Dronten,25228646093256.0
2,2021-11-24,2021-02-09,12012,Everstekoog,1557177898080.0
2,2021-11-24,2021-02-09,9038,Gendt,42210447288832.0
2,2021-11-24,2021-02-09,11013,Horstermeer,22755218825350.0
2,2021-11-24,2021-02-09,11012,Huizen,41272151111369.0
2,2021-11-24,2021-02-09,9042,Millingen Aan De Rijn,0.0
2,2021-11-24,2021-02-09,10024,Montfoort,17293234274700.0
2,2021-11-24,2021-02-09,10032,Oudewater,10284365005744.0
2,2021-11-24,2021-02-09,11010,Weesp,16384042673566.0
2,2021-11-24,2021-02-09,12018,Wieringen,8960605794422.0
2,2021-11-24,2021-02-09,12025,Wieringermeer,13663030191863.0
2,2021-11-24,2021-02-09,6006,Zeewolde,33444461914406.0
2,2021-11-24,2021-02-09,9032,Zetten,10561390127875.0
2,2021-11-24,2021-02-09,17016,Alblasserdam,25630412864783.0
2,2021-11-24,2021-02-09,13049,Alphen Kerk En Zanen,10631738273268.0
2,2021-11-24,2021-02-09,25026,Baarle-Nassau,25258829895925.0
2,2021-11-24,2021-02-09,13042,Bodegraven,82756551844821.0
2,2021-11-24,2021-02-09,25019,Chaam,1681340427550.0
2,2021-11-24,2021-02-09,9019,Culemborg,44323153635722.0
2,2021-11-24,2021-02-09,15007,De Groote Lucht,22713048352412.0
2,2021-11-24,2021-02-09,9012,Geldermalsen,7969755467559.0
2,2021-11-24,2021-02-09,13010,Haarlem Waarderpolder,19123722435225.0
2,2021-11-24,2021-02-09,17026,Hardinxveld-Giessendam,0.0
2,2021-11-24,2021-02-09,13004,Heemstede,27877233977307.0
2,2021-11-24,2021-02-09,25020,Kaatsheuvel,23547770990758.0
2,2021-11-24,2021-02-09,15004,Nieuwe Waterweg,17467899420607.0
2,2021-11-24,2021-02-09,17013,Papendrecht,20455732387293.0
2,2021-11-24,2021-02-09,25013,Riel,21010696474649.0
2,2021-11-24,2021-02-09,25001,Rijen,23083857663747.0
2,2021-11-24,2021-02-09,17052,Sliedrecht,39932455812478.0
2,2021-11-24,2021-02-09,25003,Waalwijk,8783151899907.0
2,2021-11-24,2021-02-09,25014,Waspik,3286228929088.0
2,2021-11-24,2021-02-07,27005,Hapert,42853045503215.0
2,2021-11-24,2021-02-07,3022,Emmen,7020921611202.0
2,2021-11-24,2021-02-05,9015,Valburg,24504052242165.0
2,2021-11-24,2021-02-08,25012,Putte,28480442864403.0
2,2021-11-24,2021-02-09,5020,Almelo-Sumpel,16188996055187.0
2,2021-11-24,2021-02-09,5002,Enschede,8717481499131.0
2,2021-11-24,2021-02-10,7002,Aalten,6091970820631.0
2,2021-11-24,2021-02-09,5019,Almelo-Vissedijk,14600501357926.0
2,2021-11-24,2021-02-10,8019,Bennekom,7970891860164.0
2,2021-11-24,2021-02-10,30007,Bosscherveld,7830849154938.0
2,2021-11-24,2021-02-10,18009,De Verseput,2402728764269.0
2,2021-11-24,2021-02-10,7018,Dinxperlo,8161907827419.0
2,2021-11-24,2021-02-09,25023,Dongemond,9522662716405.0
2,2021-11-24,2021-02-10,8021,Ede,8210321728938.0
2,2021-11-24,2021-02-10,7022,Etten,5820487083516.0
2,2021-11-24,2021-02-09,5017,Hengelo,10523726572631.0
2,2021-11-24,2021-02-10,30016,Heugem,5707644838859.0
2,2021-11-24,2021-02-10,4022,Holten,3408859442518.0
2,2021-11-24,2021-02-10,24001,Hulst,11381382399035.0
2,2021-11-24,2021-02-10,24002,Kloosterzande,624256531829.0
2,2021-11-24,2021-02-10,7015,Lichtenvoorde,8030056900355.0
2,2021-11-24,2021-02-10,30003,Limmel,5815829208316.0
2,2021-11-24,2021-02-09,13034,Lisse,6138844866356.0
2,2021-11-24,2021-02-10,18007,Mastgat,6050837873357.0
2,2021-11-24,2021-02-10,8005,Nijkerk,15961701135045.0
2,2021-11-24,2021-02-10,7021,Olburgen,3632301129696.0
2,2021-11-24,2021-02-09,5012,Oldenzaal,9024513108914.0
2,2021-11-24,2021-02-10,1028,Onderdendam,22424172356344.0
2,2021-11-24,2021-02-10,8024,Renkum,5953288461509.0
2,2021-11-24,2021-02-09,5022,Rijssen,7755599115159.0
2,2021-11-24,2021-02-10,7014,Ruurlo,7629752917734.0
2,2021-11-24,2021-02-09,10038,Lopik,5456958299088.0
2,2021-11-24,2021-02-09,13035,Alphen Noord,19082236006297.0
2,2021-11-24,2021-02-10,1044,Delfzijl,52894544716711.0
2,2021-11-24,2021-02-10,1039,Scheemda,27961036782738.0
2,2021-11-24,2021-02-10,19001,Sint Maartensdijk,21801639701215.0
2,2021-11-24,2021-02-10,10010,Soest,23027388674353.0
2,2021-11-24,2021-02-10,30021,Stein,21861463187529.0
2,2021-11-24,2021-02-10,23002,Terneuzen,7123699060691.0
2,2021-11-24,2021-02-10,19003,Tholen,13784929884884.0
2,2021-11-24,2021-02-10,1011,Uithuizermeeden,4861433029332.0
2,2021-11-24,2021-02-10,1024,Ulrum,2413524241428.0
2,2021-11-24,2021-02-10,10021,Veenendaal,21615312743816.0
