,time,"('susceptible', 'All')",susceptible,"('exposed', 'All')",exposed,"('infected (active)', 'All')",infected (active),"('infected (total)', 'All')",infected (total),"('removed', 'All')",removed,"('hospitalized (active)', 'All')",hospitalized (active),"('in ICU', 'All')",in ICU,"('deaths', 'All')",deaths
112,112.0,15383102.370221578,15383102.370221578,25335.99528685858,25335.99528685858,63374.6863940206,63374.6863940206,1592006.0261745453,1592006.0261745453,1528186.9480975457,1528186.9480975457,,,2350.91404880965,2350.91404880965,126853.70296351588,126853.70296351588
113,113.0,15374951.354016023,15374951.354016023,25083.756420064958,25083.756420064958,62767.79537712047,62767.79537712047,1600409.3181256992,1600409.3181256992,1537197.0941867956,1537197.0941867956,,,2329.862269076926,2329.862269076926,127915.57753048016,127915.57753048016
114,114.0,15366882.855951272,15366882.855951272,24832.856501889142,24832.856501889142,62163.557293737016,62163.557293737016,1608728.7536126915,1608728.7536126915,1546120.7302531044,1546120.7302531044,,,2308.8680196796786,2308.8680196796786,128968.26395154453,128968.26395154453
115,115.0,15358896.403922472,15358896.403922472,24583.31761667834,24583.31761667834,61562.038415146475,61562.038415146475,1616964.782632453,1616964.782632453,1554958.240045706,1554958.240045706,,,2287.93434848934,2287.93434848934,130011.7792698771,130011.7792698771
116,116.0,15350991.51944794,15350991.51944794,24335.16100506272,24335.16100506272,60963.30291582907,60963.30291582907,1625117.8624027432,1625117.8624027432,1563710.016631172,1563710.016631172,,,2267.0642289112848,2267.0642289112848,131046.14203163292,131046.14203163292
117,117.0,15343167.71793812,15343167.71793812,24088.40707449256,24088.40707449256,60367.41289219444,60367.41289219444,1633188.457082669,1633188.457082669,1572376.4620951952,1572376.4620951952,,,2246.2605600866086,2246.2605600866086,132071.3722532234,132071.3722532234
118,118.0,15335424.508960769,15335424.508960769,23843.075410001078,23843.075410001078,59774.42838212365,59774.42838212365,1641177.0374967512,1641177.0374967512,1580957.9872471087,1580957.9872471087,,,2225.5261671378344,2225.5261671378344,133087.4913885623,133087.4913885623
119,119.0,15327761.396502286,15327761.396502286,23599.18478517692,23599.18478517692,59184.40738528655,59184.40738528655,1649084.080862614,1649084.080862614,1589455.0113272532,1589455.0113272532,,,2204.863801457067,2204.863801457067,134094.52229631113,134094.52229631113
120,120.0,15320177.87922518,15320177.87922518,23356.753173330697,23356.753173330697,58597.40588419391,58597.40588419391,1656910.0705223654,1656910.0705223654,1597867.9617172985,1597867.9617172985,,,2184.2761410351063,2184.2761410351063,135092.4892071463,135092.4892071463
121,121.0,15312673.450721594,15312673.450721594,23115.79775884033,23115.79775884033,58013.47786594457,58013.47786594457,1664655.4956777273,1664655.4956777273,1606197.2736536236,1606197.2736536236,,,2163.765790830061,2163.765790830061,136081.41769106986,136081.41769106986
122,122.0,15305247.599762863,15305247.599762863,22876.33494866028,22876.33494866028,57432.67534462792,57432.67534462792,1672320.8511289775,1672320.8511289775,1614443.389943851,1614443.389943851,,,2143.3352831739694,2143.3352831739694,137061.33462478413,137061.33462478413
123,123.0,15297899.810545053,15297899.810545053,22638.38038398005,22638.38038398005,56855.048384343245,56855.048384343245,1679906.6370177509,1679906.6370177509,1622606.7606866246,1622606.7606866246,,,2122.987078215978,2122.987078215978,138032.2681591513,138032.2681591513
124,124.0,15290629.562930467,15290629.562930467,22401.94895201801,22401.94895201801,56280.645122797934,56280.645122797934,1687413.3585737506,1687413.3585737506,1630687.842994718,1630687.842994718,,,2102.7235644006128,2102.7235644006128,138994.24768675707,138994.24768675707
125,125.0,15283436.33268506,15283436.33268506,22167.05479793643,22167.05479793643,55709.51179544722,55709.51179544722,1694841.5258654098,1694841.5258654098,1638687.1007215562,1638687.1007215562,,,2082.547058979695,2082.547058979695,139947.30380959742,139947.30380959742
126,126.0,15276319.59171178,15276319.59171178,21933.71133686456,21933.71133686456,55141.692760138925,55141.692760138925,1702191.6535545432,1702191.6535545432,1646605.004191217,1646605.004191217,,,2062.459808556467,2062.459808556467,140891.46830690702,140891.46830690702
127,127.0,15269278.808279766,15269278.808279766,21701.93126601652,21701.93126601652,54577.23052222749,54577.23052222749,1709464.2606550234,1709464.2606550234,1654442.0299319911,1654442.0299319911,,,2042.4639896605008,2042.4639896605008,141826.77410314657,141826.77410314657
128,128.0,15262313.447249427,15262313.447249427,21471.726576891484,21471.726576891484,54016.16576012215,54016.16576012215,1716659.870295508,1716659.870295508,1662198.66041356,1662198.66041356,,,2022.5617093519893,2022.5617093519893,142753.25523616627,142753.25523616627
129,129.0,15255422.97029337,15255422.97029337,21243.108567543746,21243.108567543746,53458.5373512352,53458.5373512352,1723779.0094862473,1723779.0094862473,1669875.3837878532,1669875.3837878532,,,2002.7550058540137,2002.7550058540137,143670.94682556167,143670.94682556167
130,130.0,15248606.836113157,15248606.836113157,21016.087854910857,21016.087854910857,52904.3823982967,52904.3823982967,1730822.2088899896,1730822.2088899896,1677472.6936336374,1677472.6936336374,,,1983.0458492114226,1983.0458492114226,144579.88504123763,144579.88504123763
131,131.0,15241864.500651918,15241864.500651918,20790.67438718817,20790.67438718817,52353.73625600323,52353.73625600323,1737790.002597006,1737790.002597006,1684991.088704891,1684991.088704891,,,1963.4361419749591,1963.4361419749591,145480.1070721952,145480.1070721952
132,132.0,15235195.417302785,15235195.417302785,20566.877456238744,20566.877456238744,51806.63255796869,51806.63255796869,1744682.9279042438,1744682.9279042438,1692431.072683006,1692431.072683006,,,1943.9277199092949,1943.9277199092949,146371.651095556,146371.651095556
133,133.0,15228599.037113164,15228599.037113164,20344.705710027843,20344.705710027843,51263.10324394638,51263.10324394638,1751501.5250986216,1751501.5250986216,1699793.153932861,1699793.153932861,,,1924.522352723661,1924.522352723661,147254.5562458377,147254.5562458377
134,134.0,15222074.808984835,15222074.808984835,20124.167165071518,20124.167165071518,50723.17858729203,50723.17858729203,1758246.3372444715,1758246.3372444715,1707077.8452628,1707077.8452628,,,1905.2217448237711,1905.2217448237711,148128.86258449373,148128.86258449373
135,135.0,15215622.17986992,15215622.17986992,19905.26921888932,19905.26921888932,50186.8872226385,50186.8872226385,1764917.9099751317,1764917.9099751317,1714285.6636885493,1714285.6636885493,,,1886.0275360837663,1886.0275360837663,148994.61106972973,148994.61106972973
136,136.0,15209240.59496269,15209240.59496269,19688.01866245143,19688.01866245143,49654.256173753965,49654.256173753965,1771516.7912886885,1771516.7912886885,1721417.130201103,1721417.130201103,,,1866.9413026369284,1866.9413026369284,149851.84352660846,149851.84352660846
137,137.0,15202929.497887235,15202929.497887235,19472.421692611042,19472.421692611042,49125.310881555524,49125.310881555524,1778043.5313478657,1778043.5313478657,1728472.7695385986,1728472.7695385986,,,1847.9645576839378,1847.9645576839378,150700.6026174546,150700.6026174546
138,138.0,15196688.330881033,15196688.330881033,19258.48392451273,19258.48392451273,48600.075232251904,48600.075232251904,1784498.682284053,1784498.682284053,1735453.1099622035,1735453.1099622035,,,1829.0987523174667,1829.0987523174667,151540.93181257,151540.93181257
139,139.0,15190516.534974413,15190516.534974413,19046.21040396867,19046.21040396867,48078.57158558899,48078.57158558899,1790882.7980054666,1790882.7980054666,1742358.6830360314,1742358.6830360314,,,1810.3452763619362,1810.3452763619362,152372.87536126922,152372.87536126922
140,140.0,15184413.550165936,15184413.550165936,18835.605619794165,18835.605619794165,47560.820803173316,47560.820803173316,1797196.434009427,1797196.434009427,1749190.0234110972,1749190.0234110972,,,1791.7054592272798,1791.7054592272798,153196.47826324534,153196.47826324534
141,141.0,15178378.815593733,15178378.815593733,18626.673516094634,18626.673516094634,47046.8422768492,47046.8422768492,1803440.1471987418,1803440.1471987418,1755947.6686133253,1755947.6686133253,,,1773.1805707755934,1773.1805707755934,154011.78624027435,154011.78624027435
142,142.0,15172411.769702788,15172411.769702788,18419.417504496625,18419.417504496625,46536.65395710612,46536.65395710612,1809614.4957021736,1809614.4957021736,1762632.1588356101,1762632.1588356101,,,1754.7718221995644,1754.7718221995644,154818.84570826695,154818.84570826695
143,143.0,15166511.850408252,15166511.850408252,18213.840476315636,18213.840476315636,46030.27238149369,46030.27238149369,1815720.0386989757,1815720.0386989757,1769244.0367339402,1769244.0367339402,,,1736.4803669116145,1736.4803669116145,155617.7037496752,155617.7037496752
144,144.0,15160678.495254748,15160678.495254748,18009.944814653772,18009.944814653772,45527.71270302261,45527.71270302261,1821757.3362474707,1821757.3362474707,1775783.8472275771,1775783.8472275771,,,1718.307301442708,1718.307301442708,156408.40808626148,156408.40808626148
145,145.0,15154911.141571758,15154911.141571758,17807.732406420822,17807.732406420822,45028.98871853054,45028.98871853054,1827726.9491176498,1827726.9491176498,1782252.1373032916,1782252.1373032916,,,1700.2536663498072,1700.2536663498072,157191.00705223661,157191.00705223661
146,146.0,15149209.226625089,15149209.226625089,17607.20465427246,17607.20465427246,44534.112896992745,44534.112896992745,1833629.4386277653,1833629.4386277653,1788649.4558236464,1788649.4558236464,,,1682.3204471309864,1682.3204471309864,157965.5495677728,157965.5495677728
147,147.0,15143572.18776446,15143572.18776446,17408.362488459676,17408.362488459676,44043.0964077583,44043.0964077583,1839465.3664848872,1839465.3664848872,1794976.353339322,1794976.353339322,,,1664.508575147242,1664.508575147242,158732.08511289782,158732.08511289782
148,148.0,15137999.462567259,15137999.462567259,17211.206378583858,17211.206378583858,43555.94914869317,43555.94914869317,1845235.2946293945,1845235.2946293945,1801233.3819054638,1801233.3819054638,,,1646.8189285500619,1646.8189285500619,159490.66370177516,159490.66370177516
149,149.0,15132490.488978487,15132490.488978487,17015.736345252186,17015.736345252186,43072.679774212505,43072.679774212505,1850939.7850833673,1850939.7850833673,1807421.0949020486,1807421.0949020486,,,1629.2523332138533,1629.2523332138533,160241.33585737512,160241.33585737512
150,150.0,15127044.705446946,15127044.705446946,16821.951971628358,16821.951971628358,42593.29572318497,42593.29572318497,1856579.3998028473,1856579.3998028473,1813540.046858241,1813540.046858241,,,1611.8095636723442,1611.8095636723442,160984.15258654102,160984.15258654102
151,151.0,15121661.5510577,15121661.5510577,16629.852414873978,16629.852414873978,42117.80324669312,42117.80324669312,1862154.700533931,1862154.700533931,1819590.7932807305,1819590.7932807305,,,1594.4913440581129,1594.4913440581129,161719.16535545437,161719.16535545437
152,152.0,15116340.465660868,15116340.465660868,16439.43641747603,16439.43641747603,41646.20743563406,41646.20743563406,1867666.248672656,1867666.248672656,1825573.8904860194,1825573.8904860194,,,1577.2983490444196,1577.2983490444196,162446.4260655024,162446.4260655024
153,153.0,15111080.88999675,15111080.88999675,16250.70231845644,16250.70231845644,41178.51224814577,41178.51224814577,1873114.6051286447,1873114.6051286447,1831489.8954366457,1831489.8954366457,,,1560.231204788549,1560.231204788549,163165.98702955086,163165.98702955086
154,154.0,15105882.265817389,15105882.265817389,16063.64806445975,16063.64806445975,40714.72053684503,40714.72053684503,1878500.3301924642,1878500.3301924642,1837339.3655813057,1837339.3655813057,,,1543.2904898758914,1543.2904898758914,163877.90094862477,163877.90094862477
155,155.0,15100744.036004564,15100744.036004564,15878.271220715218,15878.271220715218,40254.83407586337,40254.83407586337,1883823.98340666,1883823.98340666,1843122.8586988572,1843122.8586988572,,,1526.4767362640293,1526.4767362640293,164582.220888999,164582.220888999
156,156.0,15095665.64468429,15095665.64468429,15694.568981870041,15694.568981870041,39798.8535876688,39798.8535876688,1889086.1234404242,1889086.1234404242,1848840.9327461694,1848840.9327461694,,,1509.7904302261077,1509.7904302261077,165279.00025970064,165279.00025970064
157,157.0,15090646.53733786,15090646.53733786,15512.538182690598,15512.538182690598,39346.77876966081,39346.77876966081,1894287.307967851,1894287.307967851,1854494.1457097856,1854494.1457097856,,,1493.232013292813,1493.232013292813,165968.29279042443,165968.29279042443
158,158.0,15085686.16090947,15085686.16090947,15332.175308628663,15332.175308628663,38898.608320527834,38898.608320527834,1899428.0935497375,1899428.0935497375,1860083.0554613722,1860083.0554613722,,,1476.8018831922927,1476.8018831922927,166650.1525098622,166650.1525098622
159,159.0,15080783.96391048,15080783.96391048,15153.476506250086,15153.476506250086,38454.339966356034,38454.339966356034,1904509.035518884,1904509.035518884,1865608.2196169135,1865608.2196169135,,,1460.500394787386,1460.500394787386,167324.6337244472,167324.6337244472
160,160.0,15075939.39652038,15075939.39652038,14976.437593523427,14976.437593523427,38013.97048647957,38013.97048647957,1909530.687868846,1909530.687868846,1871070.195399617,1871070.195399617,,,1444.3278610095595,1444.3278610095595,167991.79099751322,167991.79099751322
161,161.0,15071151.910684478,15071151.910684478,14801.054069966262,14801.054069966262,37577.495739063044,37577.495739063044,1914493.6031460944,1914493.6031460944,1876469.5395064945,1876469.5395064945,,,1428.2845537889673,1428.2845537889673,168651.6791288689,168651.6791288689
162,162.0,15066420.96020837,15066420.96020837,14627.321126647274,14627.321126647274,37144.910686406874,37144.910686406874,1919398.33234553,1919398.33234553,1881806.8079785772,1881806.8079785772,,,1412.3707049800767,1412.3707049800767,169304.35313478662,169304.35313478662
163,163.0,15061746.000849264,15061746.000849264,14455.233656042266,14455.233656042266,36716.20941996784,36716.20941996784,1924245.4248093115,1924245.4248093115,1887082.5560747262,1887082.5560747262,,,1396.5865072823303,1396.5865072823303,169949.86822840536,169949.86822840536
164,164.0,15057126.490404177,15057126.490404177,14284.786261742429,14284.786261742429,36291.385185086605,36291.385185086605,1929035.4281289424,1929035.4281289424,1892297.3381489941,1892297.3381489941,,,1380.9321151553386,1380.9321151553386,170588.27980054673,170588.27980054673
165,165.0,15052561.888795068,15052561.888795068,14115.973268013498,14115.973268013498,35870.43040541564,35870.43040541564,1933768.8880505683,1933768.8880505683,1897451.707531503,1897451.707531503,,,1365.407645728121,1365.407645728121,171219.6434009428,171219.6434009428
166,166.0,15048051.658150973,15048051.658150973,13948.788729204625,13948.788729204625,35453.33670704031,35453.33670704031,1938446.348383438,1938446.348383438,1902546.2164127836,1902546.2164127836,,,1350.0131797019326,1350.0131797019326,171844.01471987428,171844.01471987428
167,167.0,15043595.262887161,15043595.262887161,13783.226439005726,13783.226439005726,35040.094942287695,35040.094942287695,1943068.3509114732,1943068.3509114732,1907581.4157315446,1907581.4157315446,,,1334.7487622462481,1334.7487622462481,172461.44957021746,172461.44957021746
168,168.0,15039192.169781415,15039192.169781415,13619.279939552633,13619.279939552633,34630.69521321704,34630.69521321704,1947635.4353078995,1947635.4353078995,1912557.8550658145,1912557.8550658145,,,1319.6144038874813,1319.6144038874813,173072.00386989766,173072.00386989766
169,169.0,15034841.848047411,15034841.848047411,13456.942530379152,13456.942530379152,34225.12689478717,34225.12689478717,1952148.1390528881,1952148.1390528881,1917476.0825274214,1917476.0825274214,,,1304.610081390057,1304.610081390057,173675.73362474714,173675.73362474714
170,170.0,15030543.769405331,15030543.769405331,13296.207277215572,13296.207277215572,33823.37865769595,33823.37865769595,1956606.997354154,1956606.997354154,1922336.6446597564,1922336.6446597564,,,1289.7357386294639,1289.7357386294639,174272.69491176505,174272.69491176505
171,171.0,15026297.408149702,15026297.408149702,13137.067020633089,13137.067020633089,33425.43849088786,33425.43849088786,1961012.543070462,1961012.543070462,1927140.086338776,1927140.086338776,,,1274.9912874569359,1274.9912874569359,174862.9438627766,174862.9438627766
172,172.0,15022102.241214542,15022102.241214542,12979.514384534066,12979.514384534066,33031.29372372595,33031.29372372595,1965365.3066379898,1965365.3066379898,1931886.950677196,1931886.950677196,,,1260.3766085554435,1260.3766085554435,175446.5366484888,175446.5366484888
173,173.0,15017957.748235855,15017957.748235855,12823.541784487777,12823.541784487777,32640.931047824797,32640.931047824797,1969665.8159994935,1969665.8159994935,1936577.778931831,1936577.778931831,,,1245.8915522866819,1245.8915522866819,176023.52946293954,176023.52946293954
174,174.0,15013863.41161152,15013863.41161152,12669.141435911799,12669.141435911799,32254.336538541764,32254.336538541764,1973914.5965362268,1973914.5965362268,1941213.1104140247,1941213.1104140247,,,1231.5359395287715,1231.5359395287715,176593.9785083368,176593.9785083368
175,175.0,15009818.716558646,15009818.716558646,12516.305362099094,12516.305362099094,31871.495676124032,31871.495676124032,1978112.171002562,1978112.171002562,1945793.4824031286,1945793.4824031286,,,1217.309562504402,1217.309562504402,177157.9399802848,177157.9399802848
176,176.0,15005823.15116842,15005823.15116842,12365.02540209111,12365.02540209111,31492.393366509357,31492.393366509357,1982259.0594632602,1982259.0594632602,1950319.4300629774,1950319.4300629774,,,1203.212185599173,1203.212185599173,177715.4700533932,177715.4700533932
177,177.0,15001876.206458515,15001876.206458515,12215.293218397159,12215.293218397159,31117.013961778855,31117.013961778855,1986355.7792333416,1986355.7792333416,1954791.4863613066,1954791.4863613066,,,1189.2435461698942,1189.2435461698942,178266.6248672657,178266.6248672657
178,178.0,14997977.376423104,14997977.376423104,12067.100304560687,12067.100304560687,30745.34128026051,30745.34128026051,1990402.8448205013,1990402.8448205013,1959210.1819920733,1959210.1819920733,,,1175.4033553426432,1175.4033553426432,178811.46051286458,178811.46051286458
179,179.0,14994126.158080522,14994126.158080522,11920.437992572859,11920.437992572859,30377.35862628236,30377.35862628236,1994400.7678700236,1994400.7678700236,1963576.0453006204,1963576.0453006204,,,1161.6912988003737,1161.6912988003737,179350.0330192465,179350.0330192465
180,180.0,14990322.051518653,14990322.051518653,11775.297460134338,11775.297460134338,30013.048809574768,30013.048809574768,1998350.0571121415,1998350.0571121415,1967889.6022116363,1967889.6022116363,,,1148.1070375598968,1148.1070375598968,179882.39834066608,179882.39834066608
181,181.0,14986564.559938047,14986564.559938047,11631.669737765857,11631.669737765857,29652.394164321366,29652.394164321366,2002251.2183117915,2002251.2183117915,1972151.3761598647,1972151.3761598647,,,1134.6502087380807,1134.6502087380807,180408.6123440425,180408.6123440425
182,182.0,14982853.18969286,14982853.18969286,11489.545715768549,11489.545715768549,29295.37656785868,29295.37656785868,2006104.7542207139,2006104.7542207139,1976361.8880235092,1976361.8880235092,,,1121.3204263071084,1121.3204263071084,180928.73079678518,180928.73079678518
183,183.0,14979187.450329654,14979187.450329654,11348.916151034986,11348.916151034986,28941.977459024652,28941.977459024652,2009911.1645318477,2009911.1645318477,1980521.6560602835,1980521.6560602835,,,1108.1172818386722,1108.1172818386722,181442.80935497384,181442.80935497384
184,184.0,14975566.85462407,14975566.85462407,11209.771673711939,11209.771673711939,28592.17785615661,28592.17785615661,2013670.9458359722,2013670.9458359722,1984631.195846059,1984631.195846059,,,1095.040345236976,1095.040345236976,181950.90355188848,181950.90355188848
185,185.0,14971990.918615485,14971990.918615485,11072.102793715974,11072.102793715974,28245.95837473944,28245.95837473944,2017384.5915805434,2017384.5915805434,1988691.0202160573,1988691.0202160573,,,1082.0891654604543,1082.0891654604543,182453.06878688472,182453.06878688472
186,186.0,14968459.161639648,14968459.161639648,10935.899907103096,10935.899907103096,27903.299244705013,27903.299244705013,2021052.59203068,2021052.59203068,1992701.6392085403,1992701.6392085403,,,1069.2632712321047,1069.2632712321047,182949.36031460954,182949.36031460954
187,187.0,14964971.106359372,14964971.106359372,10801.153302293666,10801.153302293666,27564.1803273842,27564.1803273842,2024675.4342322461,2024675.4342322461,1996663.5600109468,1996663.5600109468,,,1056.5621717383676,1056.5621717383676,183439.8332345531,183439.8332345531
188,188.0,14961526.278793307,14961526.278793307,10667.85316615391,10667.85316615391,27228.581132112868,27228.581132112868,2028253.6019769874,2028253.6019769874,2000577.2869084235,2000577.2869084235,,,1043.9853573164792,1043.9853573164792,183924.54248093127,183924.54248093127
189,189.0,14958124.208342861,14958124.208342861,10535.989589935372,10535.989589935372,26896.480832493733,26896.480832493733,2031787.575769669,2031787.575769669,2004443.3212347082,2004443.3212347082,,,1031.532300130255,1031.532300130255,184403.54281289436,184403.54281289436
190,190.0,14954764.4278173,14954764.4278173,10405.55257507386,10405.55257507386,26567.858282315843,26567.858282315843,2035277.8327971704,2035277.8327971704,2008262.1613253066,2008262.1613253066,,,1019.2024548342546,1019.2024548342546,184876.88880505695,184876.88880505695
191,191.0,14951446.473457089,14951446.473457089,10276.53203884912,10276.53203884912,26242.692031133978,26242.692031133978,2038724.8468994908,2038724.8468994908,2012034.3024729236,2012034.3024729236,,,1006.9952592263039,1006.9952592263039,185344.63483834392,185344.63483834392
192,192.0,14948169.884955486,14948169.884955486,10148.917819907087,10148.917819907087,25920.960339510122,25920.960339510122,2042129.088542617,2042129.088542617,2015760.236885092,2015760.236885092,,,994.9101348883554,994.9101348883554,185806.83509114743,185806.83509114743
193,193.0,14944934.20547847,14944934.20547847,10022.699683645995,10022.699683645995,25602.641193919637,25602.641193919637,2045491.024793209,2045491.024793209,2019440.4536439588,2019440.4536439588,,,982.9464878156741,982.9464878156741,186263.54353079008,186263.54353079008
194,194.0,14941738.98168303,14941738.98168303,9897.867327468139,9897.867327468139,25287.712321324703,25287.712321324703,2048811.1192950613,2048811.1192950613,2023075.4386681723,2023075.4386681723,,,971.1037090343588,971.1037090343588,186714.81390528893,186714.81390528893
195,195.0,14938583.763733845,14938583.763733845,9774.410385898887,9774.410385898887,24976.15120341782,24976.15120341782,2052089.8322472891,2052089.8322472891,2026665.6746768323,2026665.6746768323,,,959.3811752071999,959.3811752071999,187160.69973541552,187160.69973541552
196,196.0,14935468.105318433,14935468.105318433,9652.318435574613,9652.318435574613,24667.935090538398,24667.935090538398,2055327.6203842014,2055327.6203842014,2030211.641155448,2030211.641155448,,,947.7782492279044,947.7782492279044,187601.25430704633,187601.25430704633
197,197.0,14932391.563660763,14932391.563660763,9531.581000101287,9531.581000101287,24363.04101526545,24363.04101526545,2058524.936956814,2058524.936956814,2033713.8143238632,2033713.8143238632,,,936.294280803708,936.294280803708,188036.53066379912,188036.53066379912
198,198.0,14929353.69953342,14929353.69953342,9412.187554785467,9412.187554785467,24061.44580568965,24061.44580568965,2061682.2317159618,2061682.2317159618,2037172.6671060992,2037172.6671060992,,,924.9286070264167,924.9286070264167,188466.58159994948,188466.58159994948
199,199.0,14926354.077268314,14926354.077268314,9294.127531239466,9294.127531239466,23763.126098368037,23763.126098368037,2064799.950896966,2064799.950896966,2040588.6691020706,2040588.6691020706,,,913.6805529319215,913.6805529319215,188891.45965362282,188891.45965362282
200,200.0,14923392.264766034,14923392.264766034,9177.390321862458,9177.390321862458,23468.05835096485,23468.05835096485,2067878.5372058162,2067878.5372058162,2043962.2865611315,2043962.2865611315,,,902.549432048238,902.549432048238,189311.21710025633,189311.21710025633
201,201.0,14920467.83350381,14920467.83350381,9061.96528419939,9061.96528419939,23176.218854582046,23176.218854582046,2070918.4298068266,2070918.4298068266,2047293.982357402,2047293.982357402,,,891.5345469321318,891.5345469321318,189725.90594632615,189725.90594632615
202,202.0,14917580.358542193,14917580.358542193,8947.841745179498,8947.841745179498,22887.58374578309,22887.58374578309,2073920.0643117232,2073920.0643117232,2050584.2159668377,2050584.2159668377,,,880.635189694393,880.635189694393,190135.5779233343,190135.5779233343
203,203.0,14914729.41853045,14914729.41853045,8835.009005236248,8835.009005236248,22602.12901831379,22602.12901831379,2076883.8727701257,2076883.8727701257,2053833.4434459927,2053833.4434459927,,,869.8506425138377,869.8506425138377,190540.28448205025,190540.28448205025
204,204.0,14911914.595710723,14911914.595710723,8723.456342310621,8723.456342310621,22319.830534523942,22319.830534523942,2079810.2836613837,2079810.2836613837,2057042.1174124363,2057042.1174124363,,,859.1801781401086,859.1801781401086,190940.07678700247,190940.07678700247
205,205.0,14909135.475920979,14909135.475920979,8613.173015739583,8613.173015739583,22040.664036493712,22040.664036493712,2082699.7218877254,2082699.7218877254,2060210.6870267806,2060210.6870267806,,,848.6230603853645,848.6230603853645,191335.00571121424,191335.00571121424
206,206.0,14906391.648596814,14906391.648596814,8504.148270031581,8504.148270031581,21764.605156868667,21764.605156868667,2085552.6087686874,2085552.6087686874,2063339.5979762771,2063339.5979762771,,,838.1785446049454,838.1785446049454,191725.12183117922,191725.12183117922
207,207.0,14903682.706772113,14903682.706772113,8396.371338531018,8396.371338531018,21491.629429407432,21491.629429407432,2088369.3620367812,2088369.3620367812,2066429.2924599391,2066429.2924599391,75881.88885245667,75881.88885245667,827.8458781671088,827.8458781671088,192110.47542207144,192110.47542207144
208,208.0,14901008.24707862,14901008.24707862,8289.83144697355,8289.83144697355,21221.712299246097,21221.712299246097,2091150.3958343652,2091150.3958343652,2069480.209175152,2069480.209175152,75015.92711503775,75015.92711503775,817.6243009119357,817.6243009119357,192491.11645318483,192491.11645318483
209,209.0,14898367.869744444,14898367.869744444,8184.517816934091,8184.517816934091,20954.829132883428,20954.829132883428,2093896.120711683,2093896.120711683,2072492.7833057286,2072492.7833057286,74157.725040603,74157.725040603,807.5130455995123,807.5130455995123,192867.0945835973,192867.0945835973
210,210.0,14895761.178591555,14895761.178591555,8080.419669169459,8080.419669169459,20690.955227891016,20690.955227891016,2096606.9436260336,2096606.9436260336,2075467.4465113734,2075467.4465113734,73307.26384279729,73307.26384279729,797.5113383474928,797.5113383474928,193238.4591580544,193238.4591580544
211,211.0,14893187.781032264,14893187.781032264,7977.526226857513,7977.526226857513,20430.065822352597,20430.065822352597,2099283.2679420384,2099283.2679420384,2078404.6269185129,2078404.6269185129,72464.52345389832,72464.52345389832,787.6183990581569,787.6183990581569,193605.25920306807,193605.25920306807
212,212.0,14890647.28806476,14890647.28806476,7875.826718734681,7875.826718734681,20172.136104036712,20172.136104036712,2101925.4934329703,2101925.4934329703,2081304.7491124552,2081304.7491124552,71629.48255883234,71629.48255883234,777.8334418350765,777.8334418350765,193967.54342322468,193967.54342322468
213,213.0,14888139.314267702,14888139.314267702,7775.310382133779,7775.310382133779,19917.14121930695,19917.14121930695,2104534.016283115,2104534.016283115,2084168.2341308414,2084168.2341308414,70802.11863049792,70802.11863049792,768.1556753895107,768.1556753895107,194325.36019769878,194325.36019769878
214,214.0,14885663.477793934,14885663.477793934,7675.966465923972,7675.966465923972,19665.05628177402,19665.05628177402,2107109.2290911246,2107109.2290911246,2086995.4994583526,2086995.4994583526,69982.40796847135,69982.40796847135,758.5843034366508,758.5843034366508,194678.75757696692,194678.75757696692
215,215.0,14883219.400363302,14883219.400363302,7577.78423335476,7577.78423335476,19415.856380693975,19415.856380693975,2109651.5208743378,2109651.5208743378,2089786.9590226335,2089786.9590226335,69170.32574413002,69170.32574413002,749.1185250818389,749.1185250818389,195027.78327971706,195027.78327971706
216,216.0,14880806.707254663,14880806.707254663,7480.752964805879,7480.752964805879,19169.516589116796,19169.516589116796,2112161.2770740315,2112161.2770740315,2092543.0231913978,2092543.0231913978,68365.8460561948,68365.8460561948,739.7575351968903,739.7575351968903,195372.4846899491,195372.4846899491
217,217.0,14878425.027297068,14878425.027297068,7384.861960444922,7384.861960444922,18926.011971789685,18926.011971789685,2114638.8795615733,2114638.8795615733,2095264.09877068,2095264.09877068,67568.94200165532,67568.94200165532,730.5005247866441,730.5005247866441,195712.9088542617,195712.9088542617
218,218.0,14876073.992860166,14876073.992860166,7290.100542794564,7290.100542794564,18685.317592819338,18685.317592819338,2117084.7066454464,2117084.7066454464,2097950.589004201,2097950.589004201,66779.58576800632,66779.58576800632,721.3466813458793,721.3466813458793,196049.10247932092,196049.10247932092
219,219.0,14873753.239843866,14873753.239843866,7196.4580592111815,7196.4580592111815,18447.4085230975,18447.4085230975,2119499.133079114,2119499.133079114,2100602.893573808,2100602.893573808,65997.74875368699,65997.74875368699,712.2951892067247,712.2951892067247,196381.11192950615,196381.11192950615
220,220.0,14871462.407667248,14871462.407667248,7103.923884276749,7103.923884276749,18212.25984749404,18212.25984749404,2121882.5300696953,2121882.5300696953,2103221.4086009627,2103221.4086009627,65223.40172457829,65223.40172457829,703.3452298767019,703.3452298767019,196708.98322472893,196708.98322472893
221,221.0,14869201.13925682,14869201.13925682,7012.487422105739,7012.487422105739,17979.84667182194,17979.84667182194,2124235.265287426,2124235.265287426,2105806.5266492357,2105806.5266492357,64456.515015378034,64456.515015378034,694.4959823675355,694.4959823675355,197032.76203842016,197032.76203842016
