Groep,Aantal %,nan,Aantal %,"Getest,",Date
Groep,Aantal %,,Aantal %,Aantal %,2021-05-11
Kinderen in de kinderopvang (0-4 jaar)2,3517 2.7,,820 6.8,2697 1.5,2021-05-11
BSO (3-15 jaar)2,,,,,2021-05-11
Basisschool- en BSO personeel (16+)2,148008 6.3,,24657 9.4,123351 5.7,2021-05-11
Voortgezet onderwijsleerlingen (12-19,14262 10.2,,2602 13.4,11660 9.5,2021-05-11
Hoger onderwijsleerlingen (16-24 jaar)2,37912 8.8,,2703 12.8,35209 8.4,2021-05-11
Zorgmedewerkers verpleeg- of,88878 7.7,,21336 9.6,67542 7.1,2021-05-11
Overige niet-contact beroepen,835109 10.3,,147766 16.2,687343 9.0,2021-05-11
